,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2022-08-13,LCK 2022 Summer,T1,DWG KIA,Win,DWG KIA,T1,Red,31:15,Ahri,Sylas,3,3,10,4.33,233,12.8,23.2,-4,Teleport,Flash,"['Everfrost', 'Blasting Wand', 'Broken Stopwatch', 'Ionian Boots of Lucidity', ""Rabadon's Deathcap"", 'Morellonomicon', 'Oracle Lens']",Everfrost,Blasting Wand,Broken Stopwatch,Ionian Boots of Lucidity,Rabadon's Deathcap,Morellonomicon
1,2022-08-13,LCK 2022 Summer,T1,DWG KIA,Win,T1,DWG KIA,Blue,31:25,Ahri,Azir,6,0,9,15.0,306,14.9,21.8,-3,Teleport,Flash,"['Eternal Winter', 'Void Staff', 'Broken Stopwatch', ""Rabadon's Deathcap"", 'Ionian Boots of Lucidity', ""Mejai's Soulstealer"", 'Oracle Lens']",Eternal Winter,Void Staff,Broken Stopwatch,Rabadon's Deathcap,Ionian Boots of Lucidity,Mejai's Soulstealer
2,2022-08-10,LCK 2022 Summer,T1,Liiv SANDBOX,Loss,T1,Liiv SANDBOX,Blue,23:48,Swain,Azir,1,4,4,1.25,165,7.6,9.8,-48,Teleport,Flash,"['Corrupting Potion', 'Imperial Mandate', 'Control Ward', 'Ionian Boots of Lucidity', ""Rylai's Crystal Scepter"", 'Broken Stopwatch', 'Oracle Lens']",Corrupting Potion,Imperial Mandate,Control Ward,Ionian Boots of Lucidity,Rylai's Crystal Scepter,Broken Stopwatch
3,2022-08-10,LCK 2022 Summer,T1,Liiv SANDBOX,Loss,Liiv SANDBOX,T1,Red,30:31,Azir,Ahri,2,2,2,2.0,284,12.5,17.1,-37,Teleport,Flash,"[""Rabadon's Deathcap"", 'Dark Seal', 'EmptyIcon', 'Crown of the Shattered Queen', ""Sorcerer's Shoes"", 'Void Staff', 'Farsight Alteration']",Rabadon's Deathcap,Dark Seal,EmptyIcon,Crown of the Shattered Queen,Sorcerer's Shoes,Void Staff
4,2022-08-07,LCK 2022 Summer,T1,Nongshim RedForce,Win,T1,Nongshim RedForce,Blue,34:50,Azir,Ahri,3,2,15,9.0,308,15.7,23.8,66,Teleport,Flash,"['Void Staff', ""Sorcerer's Shoes"", ""Zhonya's Hourglass"", 'Shadowflame', ""Mejai's Soulstealer"", 'Crown of the Shattered Queen', 'Farsight Alteration']",Void Staff,Sorcerer's Shoes,Zhonya's Hourglass,Shadowflame,Mejai's Soulstealer,Crown of the Shattered Queen
5,2022-08-07,LCK 2022 Summer,T1,Nongshim RedForce,Loss,Nongshim RedForce,T1,Red,34:04,Azir,Sylas,0,5,1,0.2,293,13.0,20,22,Teleport,Flash,"['Blasting Wand', ""Sorcerer's Shoes"", ""Zhonya's Hourglass"", 'Crown of the Shattered Queen', 'Dark Seal', 'Shadowflame', 'Oracle Lens']",Blasting Wand,Sorcerer's Shoes,Zhonya's Hourglass,Crown of the Shattered Queen,Dark Seal,Shadowflame
6,2022-08-07,LCK 2022 Summer,T1,Nongshim RedForce,Win,Nongshim RedForce,T1,Red,29:04,Azir,Seraphine,5,1,7,12.0,286,15.2,26.9,23,Teleport,Flash,"['Corrupting Potion', 'Shadowflame', ""Zhonya's Hourglass"", ""Luden's Tempest"", ""Sorcerer's Shoes"", ""Rabadon's Deathcap"", 'Farsight Alteration']",Corrupting Potion,Shadowflame,Zhonya's Hourglass,Luden's Tempest,Sorcerer's Shoes,Rabadon's Deathcap
7,2022-08-04,LCK 2022 Summer,T1,Hanwha Life Esports,Win,Hanwha Life Esports,T1,Red,28:01,Taliyah,Sylas,3,2,7,5.0,277,12.9,17.8,54,Ghost,Flash,"[""Seraph's Embrace"", 'Crown of the Shattered Queen', 'Control Ward', 'Void Staff', 'Needlessly Large Rod', 'Ionian Boots of Lucidity', 'Oracle Lens']",Seraph's Embrace,Crown of the Shattered Queen,Control Ward,Void Staff,Needlessly Large Rod,Ionian Boots of Lucidity
8,2022-08-04,LCK 2022 Summer,T1,Hanwha Life Esports,Win,T1,Hanwha Life Esports,Blue,32:25,Galio,Azir,2,1,12,14.0,304,14.0,11.6,50,Teleport,Flash,"['Everfrost', 'EmptyIcon', ""Zhonya's Hourglass"", 'Ionian Boots of Lucidity', ""Mejai's Soulstealer"", ""Rabadon's Deathcap"", 'Oracle Lens']",Everfrost,EmptyIcon,Zhonya's Hourglass,Ionian Boots of Lucidity,Mejai's Soulstealer,Rabadon's Deathcap
9,2022-07-30,LCK 2022 Summer,T1,Gen.G,Loss,T1,Gen.G,Blue,24:55,Azir,Ahri,0,2,2,1.0,215,9.2,15.3,-22,Teleport,Flash,"['Control Ward', ""Luden's Tempest"", ""Zhonya's Hourglass"", 'Hextech Alternator', ""Doran's Ring"", ""Sorcerer's Shoes"", 'Farsight Alteration']",Control Ward,Luden's Tempest,Zhonya's Hourglass,Hextech Alternator,Doran's Ring,Sorcerer's Shoes
10,2022-07-30,LCK 2022 Summer,T1,Gen.G,Loss,T1,Gen.G,Blue,36:04,Twisted Fate,Sylas,0,1,5,5.0,254,12.1,10.2,-151,Teleport,Flash,"['Everfrost', 'Corrupting Potion', ""Zhonya's Hourglass"", 'Aether Wisp', 'Ionian Boots of Lucidity', 'Rapid Firecannon', 'Oracle Lens']",Everfrost,Corrupting Potion,Zhonya's Hourglass,Aether Wisp,Ionian Boots of Lucidity,Rapid Firecannon
11,2022-07-27,LCK 2022 Summer,T1,KT Rolster,Win,T1,KT Rolster,Blue,32:10,Orianna,Ryze,1,2,11,6.0,293,13.3,19.4,-11,Teleport,Flash,"[""Rabadon's Deathcap"", ""Sorcerer's Shoes"", 'EmptyIcon', ""Seraph's Embrace"", ""Luden's Tempest"", 'EmptyIcon', 'Farsight Alteration']",Rabadon's Deathcap,Sorcerer's Shoes,EmptyIcon,Seraph's Embrace,Luden's Tempest,EmptyIcon
12,2022-07-27,LCK 2022 Summer,T1,KT Rolster,Loss,KT Rolster,T1,Red,33:29,Galio,Ryze,2,3,4,2.0,234,10.7,9.5,-103,Teleport,Flash,"['Everfrost', 'Control Ward', ""Zhonya's Hourglass"", 'Ionian Boots of Lucidity', 'Morellonomicon', 'Dark Seal', 'Oracle Lens']",Everfrost,Control Ward,Zhonya's Hourglass,Ionian Boots of Lucidity,Morellonomicon,Dark Seal
13,2022-07-27,LCK 2022 Summer,T1,KT Rolster,Win,T1,KT Rolster,Blue,30:25,Galio,Azir,2,1,4,6.0,251,11.5,7.3,-8,Teleport,Flash,"['Everfrost', 'Control Ward', ""Zhonya's Hourglass"", ""Mercury's Treads"", 'Needlessly Large Rod', 'Dark Seal', 'Oracle Lens']",Everfrost,Control Ward,Zhonya's Hourglass,Mercury's Treads,Needlessly Large Rod,Dark Seal
14,2022-07-23,LCK 2022 Summer,T1,Fredit BRION,Win,Fredit BRION,T1,Red,37:49,Galio,Ryze,2,2,13,7.5,255,13.1,14.1,-82,Teleport,Flash,"['Everfrost', 'EmptyIcon', ""Zhonya's Hourglass"", 'Ionian Boots of Lucidity', ""Rabadon's Deathcap"", 'EmptyIcon', 'Oracle Lens']",Everfrost,EmptyIcon,Zhonya's Hourglass,Ionian Boots of Lucidity,Rabadon's Deathcap,EmptyIcon
15,2022-07-23,LCK 2022 Summer,T1,Fredit BRION,Win,T1,Fredit BRION,Blue,33:37,Sylas,Corki,5,2,4,4.5,298,14.7,21.6,-50,Teleport,Flash,"['Everfrost', 'Void Staff', ""Zhonya's Hourglass"", 'Dark Seal', ""Rabadon's Deathcap"", 'Ionian Boots of Lucidity', 'Oracle Lens']",Everfrost,Void Staff,Zhonya's Hourglass,Dark Seal,Rabadon's Deathcap,Ionian Boots of Lucidity
16,2022-07-23,LCK 2022 Summer,T1,Fredit BRION,Loss,Fredit BRION,T1,Red,32:37,Azir,Ryze,2,3,1,1.0,312,13.4,16.5,-21,Teleport,Flash,"['Corrupting Potion', 'Shadowflame', 'Void Staff', 'Broken Stopwatch', ""Luden's Tempest"", ""Sorcerer's Shoes"", 'Farsight Alteration']",Corrupting Potion,Shadowflame,Void Staff,Broken Stopwatch,Luden's Tempest,Sorcerer's Shoes
17,2022-07-21,LCK 2022 Summer,T1,Kwangdong Freecs,Win,T1,Kwangdong Freecs,Blue,40:03,Taliyah,Ahri,3,1,7,10.0,375,17.4,20.9,43,Ghost,Flash,"[""Seraph's Embrace"", 'Blasting Wand', ""Zhonya's Hourglass"", 'Ionian Boots of Lucidity', ""Rabadon's Deathcap"", 'Crown of the Shattered Queen', 'Oracle Lens']",Seraph's Embrace,Blasting Wand,Zhonya's Hourglass,Ionian Boots of Lucidity,Rabadon's Deathcap,Crown of the Shattered Queen
18,2022-07-21,LCK 2022 Summer,T1,Kwangdong Freecs,Win,T1,Kwangdong Freecs,Blue,32:26,Taliyah,Ahri,2,2,4,3.0,307,14.7,13,26,Ghost,Flash,"['Needlessly Large Rod', 'Void Staff', ""Zhonya's Hourglass"", 'Ionian Boots of Lucidity', 'Caesura', ""Seraph's Embrace"", 'Farsight Alteration']",Needlessly Large Rod,Void Staff,Zhonya's Hourglass,Ionian Boots of Lucidity,Caesura,Seraph's Embrace
19,2022-07-21,LCK 2022 Summer,T1,Kwangdong Freecs,Loss,T1,Kwangdong Freecs,Blue,30:52,Lissandra,Taliyah,1,3,1,0.67,269,10.8,12,-7,Teleport,Flash,"['Corrupting Potion', 'Control Ward', ""Zhonya's Hourglass"", ""Luden's Tempest"", 'Shadowflame', ""Sorcerer's Shoes"", 'Oracle Lens']",Corrupting Potion,Control Ward,Zhonya's Hourglass,Luden's Tempest,Shadowflame,Sorcerer's Shoes
