,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2021-08-15,LCK 2021 Summer,T1,Hanwha Life Esports,Loss,T1,Hanwha Life Esports,Blue,36:40,Renekton,Sett,1,4,1,0.5,260,11.4,11.5,-28,Teleport,Flash,"['Goredrinker', ""Sterak's Gage"", 'Broken Stopwatch', 'Plated Steelcaps', 'Chain Vest', 'Null-Magic Mantle', 'Oracle Lens']",Goredrinker,Sterak's Gage,Broken Stopwatch,Plated Steelcaps,Chain Vest,Null-Magic Mantle
1,2021-08-15,LCK 2021 Summer,T1,Hanwha Life Esports,Loss,Hanwha Life Esports,T1,Red,37:53,Lissandra,LeBlanc,0,4,3,0.75,268,11.4,11.9,-89,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", 'Corrupting Potion', 'Oblivion Orb', 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Oracle Lens']",Everfrost,Zhonya's Hourglass,Corrupting Potion,Oblivion Orb,Needlessly Large Rod,Sorcerer's Shoes
2,2021-08-08,LCK 2021 Summer,T1,DRX,Win,DRX,T1,Red,37:20,Ryze,Lee Sin,1,2,4,2.5,382,15.9,12.7,91,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", 'Control Ward', 'Plated Steelcaps', ""Seraph's Embrace"", ""Rabadon's Deathcap"", 'Farsight Alteration']",Everfrost,Zhonya's Hourglass,Control Ward,Plated Steelcaps,Seraph's Embrace,Rabadon's Deathcap
3,2021-08-08,LCK 2021 Summer,T1,DRX,Win,T1,DRX,Blue,32:48,Renekton,Ryze,0,3,6,2.0,239,11.3,7,-43,Teleport,Flash,"['Goredrinker', 'Broken Stopwatch', 'EmptyIcon', ""Sterak's Gage"", ""Mercury's Treads"", 'Cloth Armor', 'Oracle Lens']",Goredrinker,Broken Stopwatch,EmptyIcon,Sterak's Gage,Mercury's Treads,Cloth Armor
4,2021-08-06,LCK 2021 Summer,T1,Gen.G,Win,T1,Gen.G,Blue,30:24,Orianna,Lulu,2,0,11,13.0,246,12.1,17.7,75,Teleport,Flash,"[""Seraph's Embrace"", 'Blasting Wand', 'EmptyIcon', 'Oblivion Orb', ""Luden's Tempest"", 'Ionian Boots of Lucidity', 'Farsight Alteration']",Seraph's Embrace,Blasting Wand,EmptyIcon,Oblivion Orb,Luden's Tempest,Ionian Boots of Lucidity
5,2021-08-06,LCK 2021 Summer,T1,Gen.G,Loss,Gen.G,T1,Red,31:08,Twisted Fate,Ryze,1,2,5,3.0,241,11.3,13.8,-46,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", 'Control Ward', 'Rapid Firecannon', ""Mercury's Treads"", 'Fiendish Codex', 'Oracle Lens']",Everfrost,Zhonya's Hourglass,Control Ward,Rapid Firecannon,Mercury's Treads,Fiendish Codex
6,2021-08-06,LCK 2021 Summer,T1,Gen.G,Win,T1,Gen.G,Blue,36:30,Twisted Fate,Syndra,1,3,7,2.67,313,14.8,7.2,1,Teleport,Flash,"['Everfrost', ""Rabadon's Deathcap"", 'EmptyIcon', 'Oblivion Orb', ""Mercury's Treads"", 'Rapid Firecannon', 'Oracle Lens']",Everfrost,Rabadon's Deathcap,EmptyIcon,Oblivion Orb,Mercury's Treads,Rapid Firecannon
7,2021-07-31,LCK 2021 Summer,T1,Fredit BRION,Win,T1,Fredit BRION,Blue,30:30,Renekton,Sylas,4,0,3,7.0,290,14.4,11.1,11,Teleport,Flash,"['Goredrinker', ""Executioner's Calling"", 'Guardian Angel', ""Sterak's Gage"", 'Kindlegem', ""Mercury's Treads"", 'Oracle Lens']",Goredrinker,Executioner's Calling,Guardian Angel,Sterak's Gage,Kindlegem,Mercury's Treads
8,2021-07-31,LCK 2021 Summer,T1,Fredit BRION,Loss,Fredit BRION,T1,Red,31:03,LeBlanc,Renekton,2,3,3,1.67,292,12.1,18.4,56,Teleport,Flash,"[""Rabadon's Deathcap"", ""Sorcerer's Shoes"", 'EmptyIcon', ""Luden's Tempest"", 'EmptyIcon', 'Cosmic Drive', 'Oracle Lens']",Rabadon's Deathcap,Sorcerer's Shoes,EmptyIcon,Luden's Tempest,EmptyIcon,Cosmic Drive
9,2021-07-31,LCK 2021 Summer,T1,Fredit BRION,Win,Fredit BRION,T1,Red,27:34,LeBlanc,Renekton,6,0,2,8.0,273,13.4,30.3,76,Teleport,Flash,"['EmptyIcon', ""Sorcerer's Shoes"", 'Cosmic Drive', 'Void Staff', ""Luden's Tempest"", 'Dark Seal', 'Oracle Lens']",EmptyIcon,Sorcerer's Shoes,Cosmic Drive,Void Staff,Luden's Tempest,Dark Seal
