,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2017-08-26,LCK 2017 Summer Playoffs,SK Telecom T1,Longzhu Gaming,Loss,Longzhu Gaming,SK Telecom T1,Red,25:18,Corki,Taliyah,2,2,1,1.5,224,8.9,,2,Teleport,Flash,"[""Doran's Blade"", 'Trinity Force (0.9.25.21 - 10.22)', 'Rapid Firecannon', ""Sorcerer's Shoes"", 'Refillable Potion', 'Control Ward', 'Oracle Alteration']",Doran's Blade,Trinity Force (0.9.25.21 - 10.22),Rapid Firecannon,Sorcerer's Shoes,Refillable Potion,Control Ward
1,2017-08-26,LCK 2017 Summer Playoffs,SK Telecom T1,Longzhu Gaming,Win,Longzhu Gaming,SK Telecom T1,Red,29:20,LeBlanc,Orianna,1,1,8,9.0,285,12.9,,20,Teleport,Flash,"['Hextech Gunblade', 'Corrupting Potion', 'The Dark Seal', ""Mercury's Treads"", 'Lich Bane', ""Seeker's Armguard"", 'Oracle Alteration']",Hextech Gunblade,Corrupting Potion,The Dark Seal,Mercury's Treads,Lich Bane,Seeker's Armguard
2,2017-08-26,LCK 2017 Summer Playoffs,SK Telecom T1,Longzhu Gaming,Loss,SK Telecom T1,Longzhu Gaming,Blue,36:21,Ekko,Taliyah,4,2,2,3.0,366,14.8,,46,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", ""Rabadon's Deathcap"", 'Lich Bane', ""Mercury's Treads"", 'The Dark Seal', 'Warding Totem']",Hextech Protobelt-01,Zhonya's Hourglass,Rabadon's Deathcap,Lich Bane,Mercury's Treads,The Dark Seal
3,2017-08-26,LCK 2017 Summer Playoffs,SK Telecom T1,Longzhu Gaming,Loss,Longzhu Gaming,SK Telecom T1,Red,31:04,LeBlanc,Orianna,3,3,3,2.0,234,10.8,,-15,Teleport,Flash,"['Hextech Gunblade', 'Corrupting Potion', ""Mercury's Treads"", 'Morellonomicon', 'Amplifying Tome', 'Blasting Wand', 'Oracle Alteration']",Hextech Gunblade,Corrupting Potion,Mercury's Treads,Morellonomicon,Amplifying Tome,Blasting Wand
4,2017-08-19,LCK 2017 Summer Playoffs,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,35:59,Corki,Kassadin,6,2,9,7.5,353,17.6,,48,Heal,Flash,"['Mercurial Scimitar', 'Trinity Force (0.9.25.21 - 10.22)', 'Infinity Edge', ""Sorcerer's Shoes"", 'Rapid Firecannon', 'EmptyIcon', 'Oracle Alteration']",Mercurial Scimitar,Trinity Force (0.9.25.21 - 10.22),Infinity Edge,Sorcerer's Shoes,Rapid Firecannon,EmptyIcon
5,2017-08-19,LCK 2017 Summer Playoffs,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,33:10,Corki,Taliyah,1,0,4,5.0,396,16.8,,148,Teleport,Flash,"['Mercurial Scimitar', 'Trinity Force (0.9.25.21 - 10.22)', ""Sorcerer's Shoes"", 'Rapid Firecannon', 'Infinity Edge', 'EmptyIcon', 'Oracle Alteration']",Mercurial Scimitar,Trinity Force (0.9.25.21 - 10.22),Sorcerer's Shoes,Rapid Firecannon,Infinity Edge,EmptyIcon
6,2017-08-19,LCK 2017 Summer Playoffs,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,26:51,Corki,LeBlanc,4,1,8,12.0,245,12.1,,24,Cleanse,Flash,"[""Doran's Shield"", 'Hexdrinker', ""Sorcerer's Shoes"", 'Refillable Potion', 'Trinity Force (0.9.25.21 - 10.22)', 'Infinity Edge', 'Oracle Alteration']",Doran's Shield,Hexdrinker,Sorcerer's Shoes,Refillable Potion,Trinity Force (0.9.25.21 - 10.22),Infinity Edge
7,2017-08-19,LCK 2017 Summer Playoffs,SK Telecom T1,KT Rolster,Loss,SK Telecom T1,KT Rolster,Blue,31:13,Galio,Gangplank,0,3,1,0.33,279,10.4,,4,Teleport,Flash,"['Gargoyle Stoneplate', ""Warmog's Armor"", ""Doran's Ring"", 'Frozen Heart', 'Ninja Tabi', 'EmptyIcon', 'Warding Totem']",Gargoyle Stoneplate,Warmog's Armor,Doran's Ring,Frozen Heart,Ninja Tabi,EmptyIcon
8,2017-08-19,LCK 2017 Summer Playoffs,SK Telecom T1,KT Rolster,Loss,KT Rolster,SK Telecom T1,Red,34:59,Kassadin,LeBlanc,1,3,0,0.33,304,11.8,,-3,Teleport,Flash,"[""Zhonya's Hourglass"", 'The Dark Seal', 'Rod of Ages', ""Mercury's Treads"", 'Lich Bane', 'Blasting Wand', 'Warding Totem']",Zhonya's Hourglass,The Dark Seal,Rod of Ages,Mercury's Treads,Lich Bane,Blasting Wand
9,2017-08-15,LCK 2017 Summer Playoffs,SK Telecom T1,Samsung Galaxy,Win,Samsung Galaxy,SK Telecom T1,Red,32:10,Lucian,Taliyah,0,2,5,2.5,328,14.3,,38,Heal,Flash,"['Blade of the Ruined King', ""Berserker's Greaves"", 'Hexdrinker', 'The Black Cleaver', 'Refillable Potion', 'Phantom Dancer', 'Oracle Alteration']",Blade of the Ruined King,Berserker's Greaves,Hexdrinker,The Black Cleaver,Refillable Potion,Phantom Dancer
10,2017-08-15,LCK 2017 Summer Playoffs,SK Telecom T1,Samsung Galaxy,Win,SK Telecom T1,Samsung Galaxy,Blue,49:57,Fizz,Orianna,3,3,6,3.0,472,21.1,,117,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", 'Void Staff', ""Rabadon's Deathcap"", 'Lich Bane', ""Mercury's Treads"", 'Warding Totem']",Hextech Protobelt-01,Zhonya's Hourglass,Void Staff,Rabadon's Deathcap,Lich Bane,Mercury's Treads
11,2017-08-15,LCK 2017 Summer Playoffs,SK Telecom T1,Samsung Galaxy,Win,SK Telecom T1,Samsung Galaxy,Blue,33:43,Lucian,Taliyah,9,1,2,11.0,400,18.6,,109,Heal,Flash,"['Blade of the Ruined King', 'Infinity Edge', ""Caulfield's Warhammer"", ""Berserker's Greaves"", 'The Black Cleaver', 'Phantom Dancer', 'Oracle Alteration']",Blade of the Ruined King,Infinity Edge,Caulfield's Warhammer,Berserker's Greaves,The Black Cleaver,Phantom Dancer
12,2017-08-12,LCK 2017 Summer Playoffs,SK Telecom T1,Afreeca Freecs,Win,Afreeca Freecs,SK Telecom T1,Red,35:17,Cassiopeia,Syndra,5,1,6,11.0,321,15.5,,18,Cleanse,Flash,"[""Seraph's Embrace"", 'Needlessly Large Rod', 'Abyssal Mask', 'The Dark Seal', 'Morellonomicon', 'Void Staff', 'Oracle Alteration']",Seraph's Embrace,Needlessly Large Rod,Abyssal Mask,The Dark Seal,Morellonomicon,Void Staff
13,2017-08-12,LCK 2017 Summer Playoffs,SK Telecom T1,Afreeca Freecs,Win,SK Telecom T1,Afreeca Freecs,Blue,33:53,Galio,Orianna,1,0,6,7.0,298,13.1,,-31,Teleport,Flash,"['Gargoyle Stoneplate', 'Frozen Heart', ""Warden's Mail"", 'Abyssal Mask', 'Ninja Tabi', 'The Dark Seal', 'Warding Totem']",Gargoyle Stoneplate,Frozen Heart,Warden's Mail,Abyssal Mask,Ninja Tabi,The Dark Seal
