,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2021-03-28,LCK 2021 Spring,T1,Hanwha Life Esports,Win,T1,Hanwha Life Esports,Blue,30:30,Viktor,Ryze,5,3,4,3.0,296,13.9,13.7,-5,Teleport,Flash,"['Corrupting Potion', 'EmptyIcon', ""Mercury's Treads"", ""Liandry's Anguish"", ""Rabadon's Deathcap"", 'Void Staff', 'Oracle Lens']",Corrupting Potion,EmptyIcon,Mercury's Treads,Liandry's Anguish,Rabadon's Deathcap,Void Staff
1,2021-03-28,LCK 2021 Spring,T1,Hanwha Life Esports,Win,Hanwha Life Esports,T1,Red,25:08,Seraphine,Orianna,9,0,9,18.0,201,10.9,8.6,-50,Teleport,Flash,"['Chemtech Putrifier', 'Moonstone Renewer', 'Perfectly Timed Stopwatch', 'Ionian Boots of Lucidity', 'Tear of the Goddess', ""Mejai's Soulstealer"", 'Stealth Ward']",Chemtech Putrifier,Moonstone Renewer,Perfectly Timed Stopwatch,Ionian Boots of Lucidity,Tear of the Goddess,Mejai's Soulstealer
2,2021-03-21,LCK 2021 Spring,T1,Afreeca Freecs,Win,T1,Afreeca Freecs,Blue,29:44,Seraphine,Zilean,0,1,14,14.0,208,9.5,9.3,-16,Teleport,Flash,"['Forbidden Idol', 'Moonstone Renewer', 'Broken Stopwatch', 'Staff of Flowing Water', 'Tear of the Goddess', 'Ionian Boots of Lucidity', 'Farsight Alteration']",Forbidden Idol,Moonstone Renewer,Broken Stopwatch,Staff of Flowing Water,Tear of the Goddess,Ionian Boots of Lucidity
3,2021-03-21,LCK 2021 Spring,T1,Afreeca Freecs,Loss,Afreeca Freecs,T1,Red,34:38,Zoe,Viktor,1,2,10,5.5,287,12.8,19.8,25,Teleport,Flash,"['Everfrost', ""Rabadon's Deathcap"", 'EmptyIcon', 'Void Staff', 'Dark Seal', 'Ionian Boots of Lucidity', 'Farsight Alteration']",Everfrost,Rabadon's Deathcap,EmptyIcon,Void Staff,Dark Seal,Ionian Boots of Lucidity
4,2021-03-21,LCK 2021 Spring,T1,Afreeca Freecs,Win,T1,Afreeca Freecs,Blue,34:31,Viktor,Twisted Fate,2,6,8,1.67,258,12.7,20.2,-25,Teleport,Flash,"['Corrupting Potion', ""Zhonya's Hourglass"", 'Needlessly Large Rod', ""Mercury's Treads"", ""Liandry's Anguish"", 'Void Staff', 'Farsight Alteration']",Corrupting Potion,Zhonya's Hourglass,Needlessly Large Rod,Mercury's Treads,Liandry's Anguish,Void Staff
5,2021-03-19,LCK 2021 Spring,T1,DRX,Win,DRX,T1,Red,26:32,Zoe,Syndra,5,1,8,13.0,228,12.2,14.2,19,Teleport,Flash,"['Everfrost', 'Tear of the Goddess', 'Broken Stopwatch', 'Horizon Focus', 'Void Staff', ""Mercury's Treads"", 'Stealth Ward']",Everfrost,Tear of the Goddess,Broken Stopwatch,Horizon Focus,Void Staff,Mercury's Treads
6,2021-03-19,LCK 2021 Spring,T1,DRX,Win,T1,DRX,Blue,39:17,Zoe,Viktor,7,0,6,13.0,298,15.6,27.9,6,Teleport,Flash,"[""Zhonya's Hourglass"", ""Banshee's Veil"", 'Void Staff', 'Ionian Boots of Lucidity', ""Mejai's Soulstealer"", ""Luden's Tempest"", 'Farsight Alteration']",Zhonya's Hourglass,Banshee's Veil,Void Staff,Ionian Boots of Lucidity,Mejai's Soulstealer,Luden's Tempest
7,2021-03-13,LCK 2021 Spring,T1,Gen.G,Win,T1,Gen.G,Blue,32:37,Seraphine,Azir,2,1,12,14.0,231,11.4,8.3,-51,Teleport,Flash,"['Chemtech Putrifier', 'Moonstone Renewer', 'Broken Stopwatch', 'Ionian Boots of Lucidity', 'Tear of the Goddess', 'Staff of Flowing Water', 'Farsight Alteration']",Chemtech Putrifier,Moonstone Renewer,Broken Stopwatch,Ionian Boots of Lucidity,Tear of the Goddess,Staff of Flowing Water
8,2021-03-13,LCK 2021 Spring,T1,Gen.G,Win,Gen.G,T1,Red,33:36,Seraphine,Azir,4,1,12,16.0,251,12.4,9.2,-47,Teleport,Flash,"['Redemption', 'Moonstone Renewer', 'Staff of Flowing Water', 'Chemtech Putrifier', 'Tear of the Goddess', 'Ionian Boots of Lucidity', 'Farsight Alteration']",Redemption,Moonstone Renewer,Staff of Flowing Water,Chemtech Putrifier,Tear of the Goddess,Ionian Boots of Lucidity
9,2021-02-19,LCK 2021 Spring,T1,DRX,Loss,DRX,T1,Red,29:59,Orianna,Seraphine,1,2,1,1.0,290,11.7,14,57,Teleport,Flash,"['Corrupting Potion', 'Oblivion Orb', ""Luden's Tempest"", ""Mercury's Treads"", ""Seraph's Embrace"", 'Needlessly Large Rod', 'Farsight Alteration']",Corrupting Potion,Oblivion Orb,Luden's Tempest,Mercury's Treads,Seraph's Embrace,Needlessly Large Rod
10,2021-02-19,LCK 2021 Spring,T1,DRX,Win,T1,DRX,Blue,32:29,Azir,Viktor,5,2,12,8.5,270,13.8,20.9,12,Teleport,Flash,"[""Zhonya's Hourglass"", 'Control Ward', ""Luden's Tempest"", ""Nashor's Tooth"", ""Doran's Ring"", ""Sorcerer's Shoes"", 'Farsight Alteration']",Zhonya's Hourglass,Control Ward,Luden's Tempest,Nashor's Tooth,Doran's Ring,Sorcerer's Shoes
11,2021-02-19,LCK 2021 Spring,T1,DRX,Loss,DRX,T1,Red,33:13,Orianna,Zoe,0,2,4,2.0,265,10.8,13.4,-16,Teleport,Flash,"[""Seraph's Embrace"", 'EmptyIcon', 'EmptyIcon', ""Liandry's Anguish"", 'Ionian Boots of Lucidity', ""Banshee's Veil"", 'Farsight Alteration']",Seraph's Embrace,EmptyIcon,EmptyIcon,Liandry's Anguish,Ionian Boots of Lucidity,Banshee's Veil
12,2021-02-06,LCK 2021 Spring,T1,Fredit BRION,Win,Fredit BRION,T1,Red,25:31,Orianna,Graves,4,0,6,10.0,248,12.4,12.5,62,Teleport,Flash,"['Stopwatch', ""Luden's Tempest"", ""Doran's Ring"", ""Seraph's Embrace"", ""Sorcerer's Shoes"", 'Morellonomicon', 'Farsight Alteration']",Stopwatch,Luden's Tempest,Doran's Ring,Seraph's Embrace,Sorcerer's Shoes,Morellonomicon
13,2021-02-06,LCK 2021 Spring,T1,Fredit BRION,Win,T1,Fredit BRION,Blue,24:29,Sett,Syndra,5,0,9,14.0,205,11.4,7.9,3,Teleport,Flash,"['Turbo Chemtank', 'EmptyIcon', ""Mercury's Treads"", ""Dead Man's Plate"", 'Winged Moonplate', 'Negatron Cloak', 'Oracle Lens']",Turbo Chemtank,EmptyIcon,Mercury's Treads,Dead Man's Plate,Winged Moonplate,Negatron Cloak
14,2021-02-03,LCK 2021 Spring,T1,Nongshim RedForce,Win,T1,Nongshim RedForce,Blue,30:40,Orianna,Syndra,2,0,6,8.0,268,13.2,11.8,33,Teleport,Flash,"['Control Ward', 'Amplifying Tome', ""Mercury's Treads"", ""Rabadon's Deathcap"", ""Luden's Tempest"", ""Seraph's Embrace"", 'Farsight Alteration']",Control Ward,Amplifying Tome,Mercury's Treads,Rabadon's Deathcap,Luden's Tempest,Seraph's Embrace
15,2021-02-03,LCK 2021 Spring,T1,Nongshim RedForce,Loss,Nongshim RedForce,T1,Red,35:49,Twisted Fate,Sett,1,5,2,0.6,221,11.5,21,21,Teleport,Flash,"['Hextech Rocketbelt', 'Control Ward', 'Lich Bane', 'Tear of the Goddess', 'Ionian Boots of Lucidity', 'Rapid Firecannon', 'Oracle Lens']",Hextech Rocketbelt,Control Ward,Lich Bane,Tear of the Goddess,Ionian Boots of Lucidity,Rapid Firecannon
16,2021-02-03,LCK 2021 Spring,T1,Nongshim RedForce,Win,T1,Nongshim RedForce,Blue,26:48,Azir,Viktor,4,0,6,10.0,255,11.7,16.1,29,Teleport,Flash,"[""Zhonya's Hourglass"", 'Control Ward', ""Sorcerer's Shoes"", ""Liandry's Anguish"", 'Void Staff', ""Doran's Ring"", 'Farsight Alteration']",Zhonya's Hourglass,Control Ward,Sorcerer's Shoes,Liandry's Anguish,Void Staff,Doran's Ring
17,2021-01-21,LCK 2021 Spring,T1,Gen.G,Loss,T1,Gen.G,Blue,33:58,Zoe,Syndra,2,2,5,3.5,267,11.5,18,-16,Teleport,Flash,"['Needlessly Large Rod', 'Needlessly Large Rod', 'Dark Seal', ""Mercury's Treads"", 'Horizon Focus', ""Luden's Tempest"", 'Farsight Alteration']",Needlessly Large Rod,Needlessly Large Rod,Dark Seal,Mercury's Treads,Horizon Focus,Luden's Tempest
18,2021-01-21,LCK 2021 Spring,T1,Gen.G,Loss,Gen.G,T1,Red,27:26,Azir,Syndra,2,3,1,1.0,250,10.6,12.6,1,Teleport,Flash,"[""Zhonya's Hourglass"", 'Blighting Jewel', 'Oblivion Orb', 'Dark Seal', 'Ionian Boots of Lucidity', ""Liandry's Anguish"", 'Stealth Ward']",Zhonya's Hourglass,Blighting Jewel,Oblivion Orb,Dark Seal,Ionian Boots of Lucidity,Liandry's Anguish
19,2021-01-21,LCK 2021 Spring,T1,Gen.G,Win,T1,Gen.G,Blue,37:25,Zoe,Syndra,1,1,6,7.0,286,13.1,12.7,19,Teleport,Flash,"[""Zhonya's Hourglass"", 'Needlessly Large Rod', 'Void Staff', ""Mercury's Treads"", 'Dark Seal', ""Luden's Tempest"", 'Farsight Alteration']",Zhonya's Hourglass,Needlessly Large Rod,Void Staff,Mercury's Treads,Dark Seal,Luden's Tempest
20,2021-01-15,LCK 2021 Spring,T1,DWG KIA,Loss,DWG KIA,T1,Red,41:03,Azir,Zoe,6,4,4,2.5,305,15.3,23.6,-83,Teleport,Flash,"[""Zhonya's Hourglass"", 'Needlessly Large Rod', ""Liandry's Anguish"", ""Nashor's Tooth"", 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Farsight Alteration']",Zhonya's Hourglass,Needlessly Large Rod,Liandry's Anguish,Nashor's Tooth,Needlessly Large Rod,Sorcerer's Shoes
21,2021-01-15,LCK 2021 Spring,T1,DWG KIA,Loss,T1,DWG KIA,Blue,33:22,Azir,Zoe,0,2,4,2.0,282,11.2,13,10,Teleport,Flash,"[""Zhonya's Hourglass"", ""Luden's Tempest"", ""Sorcerer's Shoes"", 'Dark Seal', 'EmptyIcon', ""Nashor's Tooth"", 'Farsight Alteration']",Zhonya's Hourglass,Luden's Tempest,Sorcerer's Shoes,Dark Seal,EmptyIcon,Nashor's Tooth
22,2021-01-15,LCK 2021 Spring,T1,DWG KIA,Win,DWG KIA,T1,Red,31:27,Azir,Yone,2,2,8,5.0,253,12.2,13.9,-59,Teleport,Flash,"[""Zhonya's Hourglass"", 'Control Ward', 'Blasting Wand', 'Void Staff', ""Liandry's Anguish"", ""Sorcerer's Shoes"", 'Stealth Ward']",Zhonya's Hourglass,Control Ward,Blasting Wand,Void Staff,Liandry's Anguish,Sorcerer's Shoes
