,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2013-08-31,Champions 2013 Summer,SK Telecom T1 2,KT Rolster Bullets,Win,KT Rolster Bullets,SK Telecom T1 2,Red,36:56,Zed,Zed,8,6,5,2.17,309,16.0,,34,Ignite,Flash,"['Blade of the Ruined King', 'The Black Cleaver', 'Last Whisper', 'Quicksilver Sash', 'Ninja Tabi', ""Doran's Blade""]",Blade of the Ruined King,The Black Cleaver,Last Whisper,Quicksilver Sash,Ninja Tabi,Doran's Blade
1,2013-08-31,Champions 2013 Summer,SK Telecom T1 2,KT Rolster Bullets,Win,KT Rolster Bullets,SK Telecom T1 2,Red,40:10,Ahri,Gragas,6,1,9,15.0,303,15.3,,-11,Ignite,Flash,"[""Rabadon's Deathcap"", 'Deathfire Grasp', 'Abyssal Scepter', ""Sorcerer's Shoes - Homeguard"", ""Doran's Ring"", ""Doran's Ring""]",Rabadon's Deathcap,Deathfire Grasp,Abyssal Scepter,Sorcerer's Shoes - Homeguard,Doran's Ring,Doran's Ring
2,2013-08-31,Champions 2013 Summer,SK Telecom T1 2,KT Rolster Bullets,Win,SK Telecom T1 2,KT Rolster Bullets,Blue,20:12,Zed,Gragas,9,0,8,17.0,155,9.6,,37,Ignite,Flash,"[""Doran's Shield"", ""Mercury's Treads"", 'The Brutalizer', 'Last Whisper', 'Blade of the Ruined King', 'EmptyIcon']",Doran's Shield,Mercury's Treads,The Brutalizer,Last Whisper,Blade of the Ruined King,EmptyIcon
3,2013-08-31,Champions 2013 Summer,SK Telecom T1 2,KT Rolster Bullets,Loss,KT Rolster Bullets,SK Telecom T1 2,Red,37:04,Ahri,Gragas,5,4,5,2.5,354,14.7,,66,Ignite,Flash,"[""Rabadon's Deathcap"", 'Deathfire Grasp', 'Abyssal Scepter', ""Sorcerer's Shoes - Homeguard"", ""Doran's Ring"", 'EmptyIcon']",Rabadon's Deathcap,Deathfire Grasp,Abyssal Scepter,Sorcerer's Shoes - Homeguard,Doran's Ring,EmptyIcon
4,2013-08-31,Champions 2013 Summer,SK Telecom T1 2,KT Rolster Bullets,Loss,SK Telecom T1 2,KT Rolster Bullets,Blue,34:23,Orianna,Gragas,0,5,7,1.4,287,9.7,,-14,Ignite,Flash,"['Sight Ward', ""Doran's Ring"", ""Sorcerer's Shoes - Homeguard"", ""Athene's Unholy Grail"", ""Rabadon's Deathcap"", 'EmptyIcon']",Sight Ward,Doran's Ring,Sorcerer's Shoes - Homeguard,Athene's Unholy Grail,Rabadon's Deathcap,EmptyIcon
5,2013-08-23,Champions 2013 Summer,SK Telecom T1 2,MVP Ozone,Loss,SK Telecom T1 2,MVP Ozone,Blue,39:30,Karthus,Zed,4,6,5,1.5,356,13.6,,-31,Exhaust,Flash,"[""Doran's Ring"", 'Blasting Wand', ""Sorcerer's Shoes - Homeguard"", 'Void Staff', ""Seraph's Embrace"", 'Rod of Ages']",Doran's Ring,Blasting Wand,Sorcerer's Shoes - Homeguard,Void Staff,Seraph's Embrace,Rod of Ages
6,2013-08-23,Champions 2013 Summer,SK Telecom T1 2,MVP Ozone,Win,MVP Ozone,SK Telecom T1 2,Red,32:32,Gragas,Orianna,11,1,7,18.0,318,15.2,,24,Ignite,Flash,"[""Rabadon's Deathcap"", ""Athene's Unholy Grail"", 'Void Staff', 'Needlessly Large Rod', ""Sorcerer's Shoes"", ""Doran's Ring""]",Rabadon's Deathcap,Athene's Unholy Grail,Void Staff,Needlessly Large Rod,Sorcerer's Shoes,Doran's Ring
7,2013-08-23,Champions 2013 Summer,SK Telecom T1 2,MVP Ozone,Win,SK Telecom T1 2,MVP Ozone,Blue,31:03,Ezreal,Twisted Fate,4,2,8,6.0,270,12.1,,12,Barrier,Flash,"[""Doran's Blade"", 'Vampiric Scepter', ""Berserker's Greaves - Furor"", 'Muramana', 'Last Whisper', 'Iceborn Gauntlet']",Doran's Blade,Vampiric Scepter,Berserker's Greaves - Furor,Muramana,Last Whisper,Iceborn Gauntlet
8,2013-08-23,Champions 2013 Summer,SK Telecom T1 2,MVP Ozone,Win,MVP Ozone,SK Telecom T1 2,Red,28:58,Ahri,Twisted Fate,5,2,5,5.0,245,11.2,,-41,Ignite,Flash,"['Deathfire Grasp', 'Abyssal Scepter', 'Haunting Guise', ""Sorcerer's Shoes"", ""Doran's Ring"", 'EmptyIcon']",Deathfire Grasp,Abyssal Scepter,Haunting Guise,Sorcerer's Shoes,Doran's Ring,EmptyIcon
9,2013-08-14,Champions 2013 Summer,SK Telecom T1 2,Jin Air Green Wings Falcons,Win,Jin Air Green Wings Falcons,SK Telecom T1 2,Red,27:06,Orianna,Ezreal,6,2,13,9.5,248,11.8,,22,Ignite,Flash,"[""Rabadon's Deathcap"", ""Athene's Unholy Grail"", ""Seeker's Armguard"", ""Sorcerer's Shoes"", 'Amplifying Tome', 'Elixir of Brilliance']",Rabadon's Deathcap,Athene's Unholy Grail,Seeker's Armguard,Sorcerer's Shoes,Amplifying Tome,Elixir of Brilliance
10,2013-08-14,Champions 2013 Summer,SK Telecom T1 2,Jin Air Green Wings Falcons,Win,Jin Air Green Wings Falcons,SK Telecom T1 2,Red,23:55,Diana,Ahri,5,1,3,8.0,187,9.0,,42,Ignite,Flash,"['Abyssal Scepter', 'Needlessly Large Rod', ""Sorcerer's Shoes"", ""Doran's Ring"", ""Doran's Ring"", 'Crystalline Flask']",Abyssal Scepter,Needlessly Large Rod,Sorcerer's Shoes,Doran's Ring,Doran's Ring,Crystalline Flask
