,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2014-04-16,Champions 2014 Spring,SK Telecom T1 K,Samsung Ozone,Loss,SK Telecom T1 K,Samsung Ozone,Blue,42:58,Nidalee,Yasuo,8,3,9,5.67,301,15.2,,-94,Exhaust,Flash,"['Frozen Heart', ""Zhonya's Hourglass"", ""Seraph's Embrace"", 'Morellonomicon', ""Sorcerer's Shoes"", 'Blasting Wand', 'Greater Lens']",Frozen Heart,Zhonya's Hourglass,Seraph's Embrace,Morellonomicon,Sorcerer's Shoes,Blasting Wand
1,2014-04-16,Champions 2014 Spring,SK Telecom T1 K,Samsung Ozone,Win,Samsung Ozone,SK Telecom T1 K,Red,35:52,Twisted Fate,Orianna,3,3,11,4.67,387,18.0,,100,Exhaust,Flash,"[""Rabadon's Deathcap"", ""Zhonya's Hourglass"", 'Void Staff', 'Morellonomicon', ""Sorcerer's Shoes - Alacrity"", 'Aether Wisp', 'Greater Lens']",Rabadon's Deathcap,Zhonya's Hourglass,Void Staff,Morellonomicon,Sorcerer's Shoes - Alacrity,Aether Wisp
2,2014-04-16,Champions 2014 Spring,SK Telecom T1 K,Samsung Ozone,Loss,SK Telecom T1 K,Samsung Ozone,Blue,31:28,Lulu,Nidalee,4,3,9,4.33,217,10.7,,0,Ignite,Flash,"['Lich Bane', ""Athene's Unholy Grail"", 'Needlessly Large Rod', ""Sorcerer's Shoes"", ""Doran's Ring"", 'Stealth Ward', 'Greater Lens']",Lich Bane,Athene's Unholy Grail,Needlessly Large Rod,Sorcerer's Shoes,Doran's Ring,Stealth Ward
3,2014-04-16,Champions 2014 Spring,SK Telecom T1 K,Samsung Ozone,Loss,Samsung Ozone,SK Telecom T1 K,Red,25:09,Lulu,Nidalee,0,2,0,0.0,207,7.7,,23,Ignite,Flash,"[""Athene's Unholy Grail"", 'Needlessly Large Rod', ""Sorcerer's Shoes"", ""Doran's Ring"", ""Doran's Ring"", 'EmptyIcon', 'Greater Lens']",Athene's Unholy Grail,Needlessly Large Rod,Sorcerer's Shoes,Doran's Ring,Doran's Ring,EmptyIcon
4,2014-04-09,Champions 2014 Spring,SK Telecom T1 K,SK Telecom T1 S,Win,SK Telecom T1 K,SK Telecom T1 S,Blue,25:57,Nidalee,Twisted Fate,3,0,6,9.0,208,,,58,Barrier,Flash,"[""Rabadon's Deathcap"", ""Athene's Unholy Grail"", ""Sorcerer's Shoes"", 'Amplifying Tome', ""Doran's Ring"", 'Health Potion', 'Greater Lens']",Rabadon's Deathcap,Athene's Unholy Grail,Sorcerer's Shoes,Amplifying Tome,Doran's Ring,Health Potion
5,2014-03-29,Champions 2014 Spring,SK Telecom T1 K,KT Rolster Arrows,Loss,KT Rolster Arrows,SK Telecom T1 K,Red,32:28,Nidalee,Lulu,3,4,3,1.5,253,10.5,,7,Barrier,Flash,"[""Doran's Ring"", ""Athene's Unholy Grail"", ""Doran's Ring"", ""Rabadon's Deathcap"", ""Mejai's Soulstealer"", ""Sorcerer's Shoes"", 'Greater Lens']",Doran's Ring,Athene's Unholy Grail,Doran's Ring,Rabadon's Deathcap,Mejai's Soulstealer,Sorcerer's Shoes
6,2014-03-29,Champions 2014 Spring,SK Telecom T1 K,KT Rolster Arrows,Loss,SK Telecom T1 K,KT Rolster Arrows,Blue,38:13,Karthus,LeBlanc,3,7,2,0.71,300,12.2,,0,Exhaust,Flash,"[""Zhonya's Hourglass"", 'Rod of Ages', 'Blasting Wand', ""Doran's Ring"", ""Sorcerer's Shoes - Homeguard"", 'Negatron Cloak', 'Greater Totem']",Zhonya's Hourglass,Rod of Ages,Blasting Wand,Doran's Ring,Sorcerer's Shoes - Homeguard,Negatron Cloak
7,2014-03-21,Champions 2014 Spring,SK Telecom T1 K,Prime Optimus,Win,SK Telecom T1 K,Prime Optimus,Blue,26:19,Kassadin,Nidalee,4,1,10,14.0,213,11.9,,24,Ignite,Flash,"[""Zhonya's Hourglass"", ""Seraph's Embrace"", ""Sorcerer's Shoes"", 'Blasting Wand', 'Crystalline Flask', 'EmptyIcon', 'Greater Lens']",Zhonya's Hourglass,Seraph's Embrace,Sorcerer's Shoes,Blasting Wand,Crystalline Flask,EmptyIcon
8,2014-03-21,Champions 2014 Spring,SK Telecom T1 K,Prime Optimus,Win,Prime Optimus,SK Telecom T1 K,Red,42:08,Ryze,Ziggs,5,4,15,5.0,303,16.8,,-31,Ignite,Flash,"['Rod of Ages', 'Guardian Angel', ""Seraph's Embrace"", 'Void Staff', ""Sorcerer's Shoes - Alacrity"", 'Glacial Shroud', 'Greater Lens']",Rod of Ages,Guardian Angel,Seraph's Embrace,Void Staff,Sorcerer's Shoes - Alacrity,Glacial Shroud
9,2014-03-12,Champions 2014 Spring,SK Telecom T1 K,SK Telecom T1 S,Loss,SK Telecom T1 K,SK Telecom T1 S,Blue,40:07,Lulu,Ziggs,1,5,9,2.0,355,14.2,,-11,Ignite,Flash,"['Blasting Wand', ""Sorcerer's Shoes - Homeguard"", 'Needlessly Large Rod', 'Void Staff', ""Athene's Unholy Grail"", ""Rabadon's Deathcap"", 'Greater Lens']",Blasting Wand,Sorcerer's Shoes - Homeguard,Needlessly Large Rod,Void Staff,Athene's Unholy Grail,Rabadon's Deathcap
