,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2013-10-05,Worlds Season 3,SK Telecom T1,Royal Club,Win,SK Telecom T1,Royal Club,Blue,20:48,Gragas,Fizz,3,0,1,4.0,185,9.3,,34,Ignite,Flash,"[""Doran's Ring"", ""Athene's Unholy Grail"", ""Doran's Ring"", 'Boots of Speed', ""Rabadon's Deathcap"", 'EmptyIcon']",Doran's Ring,Athene's Unholy Grail,Doran's Ring,Boots of Speed,Rabadon's Deathcap,EmptyIcon
1,2013-10-05,Worlds Season 3,SK Telecom T1,Royal Club,Win,SK Telecom T1,Royal Club,Blue,38:27,Zed,Kassadin,6,5,11,3.4,294,14.9,,37,Ignite,Flash,"['Blade of the Ruined King', 'Negatron Cloak', 'Last Whisper', ""Mercury's Treads - Homeguard"", 'The Black Cleaver', 'Hexdrinker']",Blade of the Ruined King,Negatron Cloak,Last Whisper,Mercury's Treads - Homeguard,The Black Cleaver,Hexdrinker
2,2013-10-05,Worlds Season 3,SK Telecom T1,Royal Club,Win,Royal Club,SK Telecom T1,Red,30:11,Gragas,Orianna,4,2,7,5.5,270,12.4,,5,Ignite,Flash,"[""Doran's Ring"", ""Doran's Ring"", ""Athene's Unholy Grail"", ""Rabadon's Deathcap"", ""Sorcerer's Shoes"", 'Haunting Guise']",Doran's Ring,Doran's Ring,Athene's Unholy Grail,Rabadon's Deathcap,Sorcerer's Shoes,Haunting Guise
3,2013-09-28,Worlds Season 3,SK Telecom T1,NaJin Black Sword,Win,SK Telecom T1,NaJin Black Sword,Blue,27:05,Orianna,Ahri,3,1,5,8.0,303,12.2,,78,Ignite,Flash,"[""Doran's Ring"", ""Sorcerer's Shoes"", ""Athene's Unholy Grail"", ""Rabadon's Deathcap"", ""Doran's Ring"", 'Void Staff']",Doran's Ring,Sorcerer's Shoes,Athene's Unholy Grail,Rabadon's Deathcap,Doran's Ring,Void Staff
4,2013-09-28,Worlds Season 3,SK Telecom T1,NaJin Black Sword,Win,NaJin Black Sword,SK Telecom T1,Red,22:50,Orianna,Ahri,5,3,8,4.33,194,9.8,,59,Ignite,Flash,"[""Doran's Ring"", ""Rabadon's Deathcap"", ""Athene's Unholy Grail"", ""Sorcerer's Shoes"", 'Blasting Wand', 'Sight Ward']",Doran's Ring,Rabadon's Deathcap,Athene's Unholy Grail,Sorcerer's Shoes,Blasting Wand,Sight Ward
5,2013-09-28,Worlds Season 3,SK Telecom T1,NaJin Black Sword,Loss,SK Telecom T1,NaJin Black Sword,Blue,38:41,Ahri,Gragas,6,3,1,2.33,338,14.2,,19,Ignite,Flash,"['Deathfire Grasp', ""Doran's Ring"", 'Blasting Wand', ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Abyssal Scepter']",Deathfire Grasp,Doran's Ring,Blasting Wand,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Abyssal Scepter
6,2013-09-28,Worlds Season 3,SK Telecom T1,NaJin Black Sword,Win,NaJin Black Sword,SK Telecom T1,Red,29:57,Orianna,Gragas,4,0,9,13.0,265,12.3,,10,Ignite,Flash,"[""Rabadon's Deathcap"", ""Athene's Unholy Grail"", 'Needlessly Large Rod', ""Sorcerer's Shoes"", ""Doran's Ring"", ""Doran's Ring""]",Rabadon's Deathcap,Athene's Unholy Grail,Needlessly Large Rod,Sorcerer's Shoes,Doran's Ring,Doran's Ring
7,2013-09-28,Worlds Season 3,SK Telecom T1,NaJin Black Sword,Loss,SK Telecom T1,NaJin Black Sword,Blue,47:51,Ahri,Gragas,0,4,4,1.0,475,17.3,,60,Ignite,Flash,"[""Rabadon's Deathcap"", 'Deathfire Grasp', 'Void Staff', 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Abyssal Scepter']",Rabadon's Deathcap,Deathfire Grasp,Void Staff,Needlessly Large Rod,Sorcerer's Shoes,Abyssal Scepter
8,2013-09-25,Worlds Season 3,SK Telecom T1,Gamania Bears,Win,SK Telecom T1,Gamania Bears,Blue,27:04,Lissandra,Ahri,10,3,6,5.33,265,13.2,,119,Ignite,Flash,"['Deathfire Grasp', ""Doran's Ring"", 'Void Staff', ""Sorcerer's Shoes - Homeguard"", 'Crystalline Flask', ""Zhonya's Hourglass""]",Deathfire Grasp,Doran's Ring,Void Staff,Sorcerer's Shoes - Homeguard,Crystalline Flask,Zhonya's Hourglass
9,2013-09-25,Worlds Season 3,SK Telecom T1,Gamania Bears,Win,Gamania Bears,SK Telecom T1,Red,33:10,Ahri,Kassadin,4,2,6,5.0,287,12.5,,117,Ignite,Flash,"['Deathfire Grasp', 'Crystalline Flask', ""Rabadon's Deathcap"", 'Blasting Wand', 'Negatron Cloak', ""Sorcerer's Shoes""]",Deathfire Grasp,Crystalline Flask,Rabadon's Deathcap,Blasting Wand,Negatron Cloak,Sorcerer's Shoes
