,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2016-08-05,LCK 2016 Summer,SK Telecom T1,Longzhu Gaming,Loss,Longzhu Gaming,SK Telecom T1,Red,29:35,Vladimir,Karma,0,4,1,0.25,271,9.8,,54,Ghost,Flash,"[""Doran's Shield"", 'Spirit Visage', ""Rylai's Crystal Scepter"", 'Needlessly Large Rod', 'Ionian Boots of Lucidity', 'Vision Ward', 'Warding Totem']",Doran's Shield,Spirit Visage,Rylai's Crystal Scepter,Needlessly Large Rod,Ionian Boots of Lucidity,Vision Ward
1,2016-08-05,LCK 2016 Summer,SK Telecom T1,Longzhu Gaming,Loss,SK Telecom T1,Longzhu Gaming,Blue,40:09,Karma,Malzahar,1,4,3,1.0,333,13.8,,60,Teleport,Flash,"[""Doran's Ring"", ""Athene's Unholy Grail"", 'Needlessly Large Rod', 'Ionian Boots of Lucidity', ""Rabadon's Deathcap"", 'Void Staff', 'Warding Totem']",Doran's Ring,Athene's Unholy Grail,Needlessly Large Rod,Ionian Boots of Lucidity,Rabadon's Deathcap,Void Staff
2,2016-08-03,LCK 2016 Summer,SK Telecom T1,Jin Air Green Wings,Win,SK Telecom T1,Jin Air Green Wings,Blue,68:03,Viktor,LeBlanc,9,7,7,2.29,605,30.2,,155,Ghost,Flash,"[""Zhonya's Hourglass"", 'Void Staff', ""Rabadon's Deathcap"", 'Perfect Hex Core', 'Ionian Boots of Lucidity', ""Rylai's Crystal Scepter"", 'Farsight Alteration']",Zhonya's Hourglass,Void Staff,Rabadon's Deathcap,Perfect Hex Core,Ionian Boots of Lucidity,Rylai's Crystal Scepter
3,2016-08-03,LCK 2016 Summer,SK Telecom T1,Jin Air Green Wings,Loss,Jin Air Green Wings,SK Telecom T1,Red,57:17,Anivia,Lissandra,1,4,5,1.5,579,23.1,,95,Ghost,Flash,"[""Seraph's Embrace"", 'Void Staff', 'Rod of Ages', ""Sorcerer's Shoes"", 'Morellonomicon', ""Rabadon's Deathcap"", 'Oracle Alteration']",Seraph's Embrace,Void Staff,Rod of Ages,Sorcerer's Shoes,Morellonomicon,Rabadon's Deathcap
4,2016-08-03,LCK 2016 Summer,SK Telecom T1,Jin Air Green Wings,Win,SK Telecom T1,Jin Air Green Wings,Blue,38:49,Viktor,Lissandra,4,2,3,3.5,361,17.2,,33,Ghost,Flash,"['Perfect Hex Core', 'Void Staff', ""Rylai's Crystal Scepter"", 'Ionian Boots of Lucidity', 'Lich Bane', 'Needlessly Large Rod', 'Oracle Alteration']",Perfect Hex Core,Void Staff,Rylai's Crystal Scepter,Ionian Boots of Lucidity,Lich Bane,Needlessly Large Rod
5,2016-07-27,LCK 2016 Summer,SK Telecom T1,ESC Ever,Win,SK Telecom T1,ESC Ever,Blue,28:25,Taliyah,Karma,9,3,4,4.33,242,13.4,,2,Ghost,Flash,"[""Doran's Ring"", 'Abyssal Scepter', 'Morellonomicon', 'Blasting Wand', ""Rylai's Crystal Scepter"", ""Sorcerer's Shoes"", 'Warding Totem']",Doran's Ring,Abyssal Scepter,Morellonomicon,Blasting Wand,Rylai's Crystal Scepter,Sorcerer's Shoes
6,2016-07-27,LCK 2016 Summer,SK Telecom T1,ESC Ever,Win,ESC Ever,SK Telecom T1,Red,41:22,Taliyah,Karma,5,1,7,12.0,355,18.7,,64,Ghost,Flash,"[""Rabadon's Deathcap"", ""Sorcerer's Shoes"", 'Morellonomicon', 'Abyssal Scepter', ""Liandry's Torment"", ""Rylai's Crystal Scepter"", 'Warding Totem']",Rabadon's Deathcap,Sorcerer's Shoes,Morellonomicon,Abyssal Scepter,Liandry's Torment,Rylai's Crystal Scepter
7,2016-07-25,LCK 2016 Summer,SK Telecom T1,CJ Entus,Win,CJ Entus,SK Telecom T1,Red,31:54,Viktor,Karma,6,0,6,12.0,293,14.4,,65,Ghost,Flash,"['Perfect Hex Core', ""Doran's Ring"", 'Morellonomicon', 'Refillable Potion', ""Sorcerer's Shoes"", ""Rylai's Crystal Scepter"", 'Farsight Alteration']",Perfect Hex Core,Doran's Ring,Morellonomicon,Refillable Potion,Sorcerer's Shoes,Rylai's Crystal Scepter
8,2016-07-25,LCK 2016 Summer,SK Telecom T1,CJ Entus,Loss,SK Telecom T1,CJ Entus,Blue,29:16,Vladimir,Karma,2,3,4,2.0,214,9.7,,4,Ghost,Flash,"['Hextech Protobelt-01', 'Spirit Visage', 'Needlessly Large Rod', 'Blasting Wand', 'Ionian Boots of Lucidity', 'EmptyIcon', 'Warding Totem']",Hextech Protobelt-01,Spirit Visage,Needlessly Large Rod,Blasting Wand,Ionian Boots of Lucidity,EmptyIcon
9,2016-07-25,LCK 2016 Summer,SK Telecom T1,CJ Entus,Win,CJ Entus,SK Telecom T1,Red,42:36,Viktor,LeBlanc,7,1,8,15.0,328,17.8,,59,Cleanse,Flash,"['Perfect Hex Core', 'Blasting Wand', 'Abyssal Scepter', ""Rabadon's Deathcap"", 'Ionian Boots of Lucidity', ""Rylai's Crystal Scepter"", 'Warding Totem']",Perfect Hex Core,Blasting Wand,Abyssal Scepter,Rabadon's Deathcap,Ionian Boots of Lucidity,Rylai's Crystal Scepter
10,2016-07-23,LCK 2016 Summer,SK Telecom T1,Afreeca Freecs,Loss,SK Telecom T1,Afreeca Freecs,Blue,34:39,Azir,Vladimir,2,2,2,2.0,268,12.0,,-14,Exhaust,Flash,"[""Doran's Ring"", ""Doran's Ring"", ""Nashor's Tooth"", 'Void Staff', ""Rylai's Crystal Scepter"", ""Sorcerer's Shoes"", 'Warding Totem']",Doran's Ring,Doran's Ring,Nashor's Tooth,Void Staff,Rylai's Crystal Scepter,Sorcerer's Shoes
11,2016-07-23,LCK 2016 Summer,SK Telecom T1,Afreeca Freecs,Loss,Afreeca Freecs,SK Telecom T1,Red,41:24,Anivia,Varus,3,2,1,2.0,326,15.2,,-16,Ghost,Flash,"[""Seraph's Embrace"", ""Doran's Ring"", ""Sorcerer's Shoes"", 'Rod of Ages', 'Void Staff', 'Needlessly Large Rod', 'Warding Totem']",Seraph's Embrace,Doran's Ring,Sorcerer's Shoes,Rod of Ages,Void Staff,Needlessly Large Rod
12,2016-07-20,LCK 2016 Summer,SK Telecom T1,Samsung Galaxy,Win,SK Telecom T1,Samsung Galaxy,Blue,39:09,Azir,LeBlanc,4,3,10,4.67,292,15.0,,39,Exhaust,Flash,"[""Doran's Ring"", 'Abyssal Scepter', 'Void Staff', ""Nashor's Tooth"", ""Sorcerer's Shoes"", ""Rylai's Crystal Scepter"", 'Warding Totem']",Doran's Ring,Abyssal Scepter,Void Staff,Nashor's Tooth,Sorcerer's Shoes,Rylai's Crystal Scepter
