,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2015-05-12,MSI 2015,SK Telecom T1,EDward Gaming,Loss,SK Telecom T1,EDward Gaming,Blue,37:38,LeBlanc,Morgana,4,2,3,3.5,296,13,,55,Cleanse,Flash,"[""Doran's Ring"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Mejai's Soulstealer"", 'Void Staff', ""Rabadon's Deathcap"", 'Sweeping Lens']",Doran's Ring,Morellonomicon,Sorcerer's Shoes - Homeguard,Mejai's Soulstealer,Void Staff,Rabadon's Deathcap
1,2015-05-12,MSI 2015,SK Telecom T1,EDward Gaming,Win,EDward Gaming,SK Telecom T1,Red,36:45,Kassadin,Azir,6,0,12,18.0,275,15,,-25,Ignite,Flash,"[""Zhonya's Hourglass"", 'Rod of Ages', ""Rabadon's Deathcap"", ""Sorcerer's Shoes"", 'Amplifying Tome', 'Blasting Wand', 'Sweeping Lens']",Zhonya's Hourglass,Rod of Ages,Rabadon's Deathcap,Sorcerer's Shoes,Amplifying Tome,Blasting Wand
2,2015-05-10,MSI 2015,SK Telecom T1,Fnatic,Win,SK Telecom T1,Fnatic,Blue,37:48,Cassiopeia,Ahri,5,2,5,5.0,356,16,,87,Cleanse,Flash,"[""Seraph's Embrace"", 'Negatron Cloak', 'Abyssal Scepter', ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Void Staff', 'Sweeping Lens']",Seraph's Embrace,Negatron Cloak,Abyssal Scepter,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Void Staff
3,2015-05-09,MSI 2015,SK Telecom T1,Fnatic,Loss,Fnatic,SK Telecom T1,Red,36:18,Azir,Cassiopeia,5,3,2,2.33,302,13,,4,Cleanse,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Doran's Ring"", ""Sorcerer's Shoes - Homeguard"", 'Void Staff', 'Blasting Wand', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Doran's Ring,Sorcerer's Shoes - Homeguard,Void Staff,Blasting Wand
4,2015-05-09,MSI 2015,SK Telecom T1,Fnatic,Win,SK Telecom T1,Fnatic,Blue,36:29,Azir,Zed,5,2,5,5.0,320,15,,28,Barrier,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Rabadon's Deathcap"", ""Sorcerer's Shoes"", 'Blasting Wand', ""Doran's Ring"", 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Rabadon's Deathcap,Sorcerer's Shoes,Blasting Wand,Doran's Ring
5,2015-05-09,MSI 2015,SK Telecom T1,Fnatic,Loss,Fnatic,SK Telecom T1,Red,38:10,Ahri,LeBlanc,2,4,4,1.5,314,13,,-15,Ignite,Flash,"['Crystalline Flask', ""Luden's Echo"", 'Morellonomicon', 'Abyssal Scepter', ""Sorcerer's Shoes - Homeguard"", 'Void Staff', 'Sweeping Lens']",Crystalline Flask,Luden's Echo,Morellonomicon,Abyssal Scepter,Sorcerer's Shoes - Homeguard,Void Staff
6,2015-05-09,MSI 2015,SK Telecom T1,Fnatic,Win,SK Telecom T1,Fnatic,Blue,32:35,Ezreal,LeBlanc,2,1,14,16.0,303,14,,62,Barrier,Flash,"['Muramana', ""Doran's Blade"", 'Ionian Boots of Lucidity', 'Trinity Force (0.9.25.21 - 10.22)', 'The Bloodthirster', 'Long Sword', 'Sweeping Lens']",Muramana,Doran's Blade,Ionian Boots of Lucidity,Trinity Force (0.9.25.21 - 10.22),The Bloodthirster,Long Sword
7,2015-05-09,MSI 2015,SK Telecom T1,TSM,Win,SK Telecom T1,TSM,Blue,30:57,Cassiopeia,Ziggs,6,1,4,10.0,314,14,,79,Ghost,Flash,"[""Seraph's Embrace"", 'Needlessly Large Rod', ""Sorcerer's Shoes - Distortion"", 'Void Staff', 'Abyssal Scepter', 'Blasting Wand', 'Sweeping Lens']",Seraph's Embrace,Needlessly Large Rod,Sorcerer's Shoes - Distortion,Void Staff,Abyssal Scepter,Blasting Wand
8,2015-05-08,MSI 2015,SK Telecom T1,Fnatic,Win,SK Telecom T1,Fnatic,Blue,44:05,Lulu,Cassiopeia,4,4,11,3.75,337,16,,40,Ignite,Flash,"[""Doran's Ring"", ""Athene's Unholy Grail"", ""Sorcerer's Shoes"", ""Rabadon's Deathcap"", 'Void Staff', 'Lich Bane', 'Greater Stealth Totem']",Doran's Ring,Athene's Unholy Grail,Sorcerer's Shoes,Rabadon's Deathcap,Void Staff,Lich Bane
9,2015-05-07,MSI 2015,SK Telecom T1,Beşiktaş Esports,Win,Beşiktaş Esports,SK Telecom T1,Red,26:22,Azir,Lulu,5,1,8,13.0,231,12,,84,Cleanse,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes"", ""Rabadon's Deathcap"", 'EmptyIcon', 'Vision Ward', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes,Rabadon's Deathcap,EmptyIcon,Vision Ward
