,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2017-11-04,Worlds 2017 Main Event,SK Telecom T1,Samsung Galaxy,Loss,Samsung Galaxy,SK Telecom T1,Red,40:21,Karma,Malzahar,2,3,8,3.33,333,15.5,,9,Teleport,Flash,"['Haunting Guise', ""Athene's Unholy Grail"", ""Mercury's Treads"", 'Ardent Censer', ""Rabadon's Deathcap"", 'Void Staff', 'Farsight Alteration']",Haunting Guise,Athene's Unholy Grail,Mercury's Treads,Ardent Censer,Rabadon's Deathcap,Void Staff
1,2017-11-04,Worlds 2017 Main Event,SK Telecom T1,Samsung Galaxy,Loss,Samsung Galaxy,SK Telecom T1,Red,34:39,Ryze,Malzahar,2,3,1,1.0,367,14.1,,42,Heal,Flash,"[""Seraph's Embrace"", 'Quicksilver Sash', 'Rod of Ages', 'Ionian Boots of Lucidity', 'Needlessly Large Rod', 'Morellonomicon', 'Farsight Alteration']",Seraph's Embrace,Quicksilver Sash,Rod of Ages,Ionian Boots of Lucidity,Needlessly Large Rod,Morellonomicon
2,2017-11-04,Worlds 2017 Main Event,SK Telecom T1,Samsung Galaxy,Loss,Samsung Galaxy,SK Telecom T1,Red,37:23,Cassiopeia,Malzahar,0,2,0,0.0,398,14.5,,39,Heal,Flash,"[""Seraph's Embrace"", 'Quicksilver Sash', 'Void Staff', 'Rod of Ages', 'Morellonomicon', ""Doran's Ring"", 'Warding Totem']",Seraph's Embrace,Quicksilver Sash,Void Staff,Rod of Ages,Morellonomicon,Doran's Ring
3,2017-10-28,Worlds 2017 Main Event,SK Telecom T1,Royal Never Give Up,Win,Royal Never Give Up,SK Telecom T1,Red,41:03,Galio,Corki,1,0,7,8.0,439,17.4,,-45,Teleport,Flash,"[""Randuin's Omen"", 'Gargoyle Stoneplate', ""Liandry's Torment"", 'Ninja Tabi', 'Adaptive Helm', 'Frozen Heart', 'Warding Totem']",Randuin's Omen,Gargoyle Stoneplate,Liandry's Torment,Ninja Tabi,Adaptive Helm,Frozen Heart
4,2017-10-28,Worlds 2017 Main Event,SK Telecom T1,Royal Never Give Up,Win,SK Telecom T1,Royal Never Give Up,Blue,32:47,Galio,Ryze,3,1,4,7.0,300,13.3,,8,Teleport,Flash,"['The Dark Seal', 'Thornmail', 'Negatron Cloak', ""Mercury's Treads"", 'Adaptive Helm', 'Frozen Heart', 'Warding Totem']",The Dark Seal,Thornmail,Negatron Cloak,Mercury's Treads,Adaptive Helm,Frozen Heart
5,2017-10-28,Worlds 2017 Main Event,SK Telecom T1,Royal Never Give Up,Loss,Royal Never Give Up,SK Telecom T1,Red,23:25,Galio,Ryze,0,5,3,0.6,156,7.3,,-23,Teleport,Flash,"['The Dark Seal', ""Warden's Mail"", ""Doran's Ring"", ""Mercury's Treads"", 'Adaptive Helm', 'Glacial Shroud', 'Warding Totem']",The Dark Seal,Warden's Mail,Doran's Ring,Mercury's Treads,Adaptive Helm,Glacial Shroud
6,2017-10-28,Worlds 2017 Main Event,SK Telecom T1,Royal Never Give Up,Win,SK Telecom T1,Royal Never Give Up,Blue,30:46,Galio,Malzahar,3,0,8,11.0,288,13.5,,23,Teleport,Flash,"['Gargoyle Stoneplate', ""Mejai's Soulstealer"", ""Warden's Mail"", 'Ninja Tabi', 'Adaptive Helm', 'Frozen Heart', 'Farsight Alteration']",Gargoyle Stoneplate,Mejai's Soulstealer,Warden's Mail,Ninja Tabi,Adaptive Helm,Frozen Heart
7,2017-10-28,Worlds 2017 Main Event,SK Telecom T1,Royal Never Give Up,Loss,Royal Never Give Up,SK Telecom T1,Red,38:43,Galio,Malzahar,2,3,4,2.0,354,14.0,,5,Teleport,Flash,"['Gargoyle Stoneplate', ""Randuin's Omen"", 'Frozen Heart', ""Mercury's Treads"", 'Adaptive Helm', 'Bramble Vest', 'Farsight Alteration']",Gargoyle Stoneplate,Randuin's Omen,Frozen Heart,Mercury's Treads,Adaptive Helm,Bramble Vest
8,2017-10-20,Worlds 2017 Main Event,SK Telecom T1,Misfits Gaming,Win,SK Telecom T1,Misfits Gaming,Blue,37:47,Taliyah,Syndra,1,0,0,1.0,409,15.9,,69,Cleanse,Flash,"[""Doran's Ring"", ""Mercury's Treads"", ""Banshee's Veil"", 'Morellonomicon', ""Liandry's Torment"", 'Needlessly Large Rod', 'Warding Totem']",Doran's Ring,Mercury's Treads,Banshee's Veil,Morellonomicon,Liandry's Torment,Needlessly Large Rod
9,2017-10-20,Worlds 2017 Main Event,SK Telecom T1,Misfits Gaming,Win,Misfits Gaming,SK Telecom T1,Red,37:27,Ryze,Karma,6,1,6,12.0,405,18.1,,143,Cleanse,Flash,"[""Seraph's Embrace"", ""Rabadon's Deathcap"", 'Ionian Boots of Lucidity', 'Rod of Ages', 'Morellonomicon', 'Void Staff', 'Warding Totem']",Seraph's Embrace,Rabadon's Deathcap,Ionian Boots of Lucidity,Rod of Ages,Morellonomicon,Void Staff
10,2017-10-20,Worlds 2017 Main Event,SK Telecom T1,Misfits Gaming,Loss,SK Telecom T1,Misfits Gaming,Blue,40:38,Taliyah,Orianna,4,2,2,3.0,391,16.3,,31,Heal,Flash,"[""Rabadon's Deathcap"", ""Mercury's Treads"", 'Blasting Wand', ""Rylai's Crystal Scepter"", 'Morellonomicon', ""Liandry's Torment"", 'Warding Totem']",Rabadon's Deathcap,Mercury's Treads,Blasting Wand,Rylai's Crystal Scepter,Morellonomicon,Liandry's Torment
11,2017-10-20,Worlds 2017 Main Event,SK Telecom T1,Misfits Gaming,Loss,Misfits Gaming,SK Telecom T1,Red,26:16,Corki,Karma,1,3,0,0.33,231,9.4,,2,Cleanse,Flash,"['Cull', ""Sorcerer's Shoes"", 'Infinity Edge', 'Trinity Force (0.9.25.21 - 10.22)', 'EmptyIcon', 'Control Ward', 'Farsight Alteration']",Cull,Sorcerer's Shoes,Infinity Edge,Trinity Force (0.9.25.21 - 10.22),EmptyIcon,Control Ward
12,2017-10-20,Worlds 2017 Main Event,SK Telecom T1,Misfits Gaming,Win,SK Telecom T1,Misfits Gaming,Blue,25:16,Galio,Ryze,4,0,10,14.0,261,12.0,,33,Teleport,Flash,"['Righteous Glory', 'Gargoyle Stoneplate', ""Doran's Ring"", ""Mercury's Treads"", 'Adaptive Helm', 'The Dark Seal', 'Warding Totem']",Righteous Glory,Gargoyle Stoneplate,Doran's Ring,Mercury's Treads,Adaptive Helm,The Dark Seal
13,2017-10-15,Worlds 2017 Main Event,SK Telecom T1,EDward Gaming,Win,SK Telecom T1,EDward Gaming,Blue,38:20,Orianna,LeBlanc,1,1,9,10.0,342,14.8,,29,Cleanse,Flash,"['Needlessly Large Rod', 'Morellonomicon', ""Sorcerer's Shoes"", 'The Dark Seal', ""Banshee's Veil"", ""Liandry's Torment"", 'Warding Totem']",Needlessly Large Rod,Morellonomicon,Sorcerer's Shoes,The Dark Seal,Banshee's Veil,Liandry's Torment
14,2017-10-15,Worlds 2017 Main Event,SK Telecom T1,Cloud9,Win,Cloud9,SK Telecom T1,Red,39:03,Fizz,Syndra,4,2,6,5.0,295,15.6,,-66,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", 'Needlessly Large Rod', 'Lich Bane', ""Mercury's Treads"", 'Void Staff', 'Farsight Alteration']",Hextech Protobelt-01,Zhonya's Hourglass,Needlessly Large Rod,Lich Bane,Mercury's Treads,Void Staff
15,2017-10-15,Worlds 2017 Main Event,SK Telecom T1,Ahq eSports Club,Loss,Ahq eSports Club,SK Telecom T1,Red,37:35,Kassadin,Fizz,2,3,0,0.67,351,14.6,,50,Teleport,Flash,"[""Zhonya's Hourglass"", 'Needlessly Large Rod', 'Rod of Ages', ""Mercury's Treads"", 'Lich Bane', 'Void Staff', 'Farsight Alteration']",Zhonya's Hourglass,Needlessly Large Rod,Rod of Ages,Mercury's Treads,Lich Bane,Void Staff
16,2017-10-07,Worlds 2017 Main Event,SK Telecom T1,Ahq eSports Club,Win,SK Telecom T1,Ahq eSports Club,Blue,39:22,Fizz,Syndra,3,0,5,8.0,331,15.3,,8,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", 'Lich Bane', ""Mercury's Treads"", 'The Dark Seal', 'Void Staff', 'Warding Totem']",Hextech Protobelt-01,Zhonya's Hourglass,Lich Bane,Mercury's Treads,The Dark Seal,Void Staff
17,2017-10-06,Worlds 2017 Main Event,SK Telecom T1,EDward Gaming,Win,EDward Gaming,SK Telecom T1,Red,44:19,Orianna,Lucian,2,5,9,2.2,398,19.0,,56,Heal,Flash,"[""Zhonya's Hourglass"", 'Void Staff', ""Liandry's Torment"", ""Sorcerer's Shoes"", 'Morellonomicon', ""Rabadon's Deathcap"", 'Warding Totem']",Zhonya's Hourglass,Void Staff,Liandry's Torment,Sorcerer's Shoes,Morellonomicon,Rabadon's Deathcap
18,2017-10-05,Worlds 2017 Main Event,SK Telecom T1,Cloud9,Win,SK Telecom T1,Cloud9,Blue,26:48,Cassiopeia,Ryze,4,2,7,5.5,264,12.7,,14,Heal,Flash,"[""Seraph's Embrace"", 'Corrupting Potion', 'Rod of Ages', ""Banshee's Veil"", 'Amplifying Tome', 'EmptyIcon', 'Warding Totem']",Seraph's Embrace,Corrupting Potion,Rod of Ages,Banshee's Veil,Amplifying Tome,EmptyIcon
