,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2017-05-21,MSI 2017 Main Event,SK Telecom T1,G2 Esports,Win,G2 Esports,SK Telecom T1,Red,34:21,LeBlanc,Orianna,7,1,6,13.0,272,15.8,,-24,Teleport,Flash,"['Hextech Gunblade', ""Rabadon's Deathcap"", 'Abyssal Scepter', ""Sorcerer's Shoes"", 'The Dark Seal', 'Void Staff', 'Oracle Alteration']",Hextech Gunblade,Rabadon's Deathcap,Abyssal Scepter,Sorcerer's Shoes,The Dark Seal,Void Staff
1,2017-05-21,MSI 2017 Main Event,SK Telecom T1,G2 Esports,Win,SK Telecom T1,G2 Esports,Blue,36:00,Ahri,Orianna,7,3,6,4.33,306,15.4,,-23,Ignite,Flash,"[""Doran's Ring"", 'Abyssal Scepter', ""Sorcerer's Shoes"", 'Void Staff', 'Morellonomicon', ""Rabadon's Deathcap"", 'Oracle Alteration']",Doran's Ring,Abyssal Scepter,Sorcerer's Shoes,Void Staff,Morellonomicon,Rabadon's Deathcap
2,2017-05-21,MSI 2017 Main Event,SK Telecom T1,G2 Esports,Loss,G2 Esports,SK Telecom T1,Red,30:41,Ahri,Syndra,2,4,1,0.75,250,11.0,,-77,Exhaust,Flash,"[""Doran's Ring"", ""Doran's Ring"", 'Abyssal Scepter', ""Sorcerer's Shoes"", 'Morellonomicon', 'Void Staff', 'Oracle Alteration']",Doran's Ring,Doran's Ring,Abyssal Scepter,Sorcerer's Shoes,Morellonomicon,Void Staff
3,2017-05-21,MSI 2017 Main Event,SK Telecom T1,G2 Esports,Win,SK Telecom T1,G2 Esports,Blue,38:57,Cassiopeia,Jayce,3,4,7,2.5,353,17.6,,-19,Barrier,Flash,"[""Seraph's Embrace"", 'Corrupting Potion', 'Void Staff', 'Rod of Ages', ""Seeker's Armguard"", 'Morellonomicon', 'Oracle Alteration']",Seraph's Embrace,Corrupting Potion,Void Staff,Rod of Ages,Seeker's Armguard,Morellonomicon
4,2017-05-19,MSI 2017 Main Event,SK Telecom T1,Flash Wolves,Win,SK Telecom T1,Flash Wolves,Blue,29:52,Orianna,Lucian,2,1,4,6.0,320,14.0,,66,Barrier,Flash,"[""Doran's Ring"", 'Needlessly Large Rod', 'Morellonomicon', 'Void Staff', ""Sorcerer's Shoes"", ""Luden's Echo"", 'Oracle Alteration']",Doran's Ring,Needlessly Large Rod,Morellonomicon,Void Staff,Sorcerer's Shoes,Luden's Echo
5,2017-05-19,MSI 2017 Main Event,SK Telecom T1,Flash Wolves,Win,Flash Wolves,SK Telecom T1,Red,27:10,Cassiopeia,LeBlanc,1,0,1,2.0,287,12.5,,86,Barrier,Flash,"[""Seraph's Embrace"", 'Corrupting Potion', 'The Dark Seal', 'Rod of Ages', 'Abyssal Scepter', 'EmptyIcon', 'Oracle Alteration']",Seraph's Embrace,Corrupting Potion,The Dark Seal,Rod of Ages,Abyssal Scepter,EmptyIcon
6,2017-05-19,MSI 2017 Main Event,SK Telecom T1,Flash Wolves,Win,SK Telecom T1,Flash Wolves,Blue,31:06,Orianna,LeBlanc,1,0,8,9.0,264,11.6,,-33,Barrier,Flash,"[""Doran's Ring"", ""Doran's Ring"", ""Luden's Echo"", ""Sorcerer's Shoes"", 'Morellonomicon', 'Needlessly Large Rod', 'Oracle Alteration']",Doran's Ring,Doran's Ring,Luden's Echo,Sorcerer's Shoes,Morellonomicon,Needlessly Large Rod
7,2017-05-14,MSI 2017 Main Event,SK Telecom T1,Team WE,Loss,SK Telecom T1,Team WE,Blue,37:54,Orianna,Lucian,4,5,0,0.8,336,14.3,,-44,Cleanse,Flash,"[""Doran's Ring"", ""Rabadon's Deathcap"", ""Sorcerer's Shoes"", 'Morellonomicon', 'Haunting Guise', 'Void Staff', 'Oracle Alteration']",Doran's Ring,Rabadon's Deathcap,Sorcerer's Shoes,Morellonomicon,Haunting Guise,Void Staff
8,2017-05-14,MSI 2017 Main Event,SK Telecom T1,G2 Esports,Win,SK Telecom T1,G2 Esports,Blue,29:33,Ahri,Orianna,6,1,7,13.0,284,14.9,,64,Ignite,Flash,"['Needlessly Large Rod', 'Morellonomicon', ""Sorcerer's Shoes"", 'Refillable Potion', ""Luden's Echo"", 'Void Staff', 'Oracle Alteration']",Needlessly Large Rod,Morellonomicon,Sorcerer's Shoes,Refillable Potion,Luden's Echo,Void Staff
9,2017-05-13,MSI 2017 Main Event,SK Telecom T1,TSM,Win,TSM,SK Telecom T1,Red,34:08,Fizz,Syndra,5,1,4,9.0,333,16.1,,23,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", 'Corrupting Potion', 'Void Staff', ""Mercury's Treads"", 'Lich Bane', 'Oracle Alteration']",Hextech Protobelt-01,Zhonya's Hourglass,Corrupting Potion,Void Staff,Mercury's Treads,Lich Bane
