,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2015-08-12,Champions 2015 Summer,SK Telecom T1,NaJin e-mFire,Loss,NaJin e-mFire,SK Telecom T1,Red,39:36,Viktor,Azir,2,5,2,0.8,324,13.2,,16,Cleanse,Flash,"['The Hex Core mk-2', ""Doran's Ring"", 'Ionian Boots of Lucidity - Homeguard', ""Rabadon's Deathcap"", 'Void Staff', 'Aether Wisp', 'Sweeping Lens']",The Hex Core mk-2,Doran's Ring,Ionian Boots of Lucidity - Homeguard,Rabadon's Deathcap,Void Staff,Aether Wisp
1,2015-08-06,Champions 2015 Summer,SK Telecom T1,Samsung Galaxy,Win,SK Telecom T1,Samsung Galaxy,Blue,39:25,Ahri,Yasuo,13,5,8,4.2,318,16.9,,-92,Ignite,Flash,"[""Rabadon's Deathcap"", ""Luden's Echo"", ""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", 'Blasting Wand', 'Sweeping Lens']",Rabadon's Deathcap,Luden's Echo,Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Blasting Wand
2,2015-07-24,Champions 2015 Summer,SK Telecom T1,CJ Entus,Loss,CJ Entus,SK Telecom T1,Red,42:49,Twisted Fate,Azir,4,4,9,3.25,417,19.1,,77,Ghost,Flash,"[""Rabadon's Deathcap"", 'Lich Bane', ""Luden's Echo"", ""Zhonya's Hourglass"", 'Void Staff', 'Ionian Boots of Lucidity - Homeguard', 'Sweeping Lens']",Rabadon's Deathcap,Lich Bane,Luden's Echo,Zhonya's Hourglass,Void Staff,Ionian Boots of Lucidity - Homeguard
3,2015-07-24,Champions 2015 Summer,SK Telecom T1,CJ Entus,Loss,CJ Entus,SK Telecom T1,Red,33:26,Viktor,Azir,4,5,2,1.2,323,13.1,,34,Heal,Flash,"[""Rabadon's Deathcap"", 'Morellonomicon', 'The Hex Core mk-2', ""Sorcerer's Shoes - Homeguard"", 'Blasting Wand', ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Morellonomicon,The Hex Core mk-2,Sorcerer's Shoes - Homeguard,Blasting Wand,Doran's Ring
4,2015-07-24,Champions 2015 Summer,SK Telecom T1,CJ Entus,Win,SK Telecom T1,CJ Entus,Blue,31:07,Azir,Ezreal,4,2,5,4.5,302,13.4,,41,Heal,Flash,"[""Luden's Echo"", ""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", 'Blasting Wand', ""Doran's Ring"", 'Sweeping Lens']",Luden's Echo,Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Blasting Wand,Doran's Ring
5,2015-07-22,Champions 2015 Summer,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,31:21,Viktor,Azir,7,0,2,9.0,292,13.7,,-5,Heal,Flash,"[""Rabadon's Deathcap"", 'Void Staff', 'The Hex Core mk-2', 'Ionian Boots of Lucidity - Homeguard', ""Giant's Belt"", ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Void Staff,The Hex Core mk-2,Ionian Boots of Lucidity - Homeguard,Giant's Belt,Doran's Ring
6,2015-07-22,Champions 2015 Summer,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,29:05,Ezreal,Lulu,7,0,8,15.0,271,14.2,,63,Smite,Flash,"[""Rabadon's Deathcap"", ""Luden's Echo"", ""Ranger's Trailblazer - Runeglaive"", 'Quicksilver Sash', ""Sorcerer's Shoes"", ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Luden's Echo,Ranger's Trailblazer - Runeglaive,Quicksilver Sash,Sorcerer's Shoes,Doran's Ring
7,2015-07-22,Champions 2015 Summer,SK Telecom T1,KT Rolster,Loss,SK Telecom T1,KT Rolster,Blue,43:51,Orianna,Lulu,1,2,3,2.0,441,16.7,,-16,Cleanse,Flash,"[""Rabadon's Deathcap"", ""Seraph's Embrace"", ""Athene's Unholy Grail"", 'Void Staff', 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Sweeping Lens']",Rabadon's Deathcap,Seraph's Embrace,Athene's Unholy Grail,Void Staff,Needlessly Large Rod,Sorcerer's Shoes
8,2015-07-16,Champions 2015 Summer,SK Telecom T1,KOO Tigers,Win,SK Telecom T1,KOO Tigers,Blue,32:49,Azir,Kassadin,4,2,14,9.0,269,13.2,,56,Cleanse,Flash,"[""Rabadon's Deathcap"", ""Zhonya's Hourglass"", ""Nashor's Tooth"", ""Sorcerer's Shoes - Homeguard"", 'Vision Ward', 'EmptyIcon', 'Sweeping Lens']",Rabadon's Deathcap,Zhonya's Hourglass,Nashor's Tooth,Sorcerer's Shoes - Homeguard,Vision Ward,EmptyIcon
9,2015-07-16,Champions 2015 Summer,SK Telecom T1,KOO Tigers,Win,KOO Tigers,SK Telecom T1,Red,38:13,Viktor,Cassiopeia,3,1,12,15.0,270,13.1,,31,Heal,Flash,"[""Rabadon's Deathcap"", ""Luden's Echo"", 'The Hex Core mk-2', 'Ionian Boots of Lucidity', 'Blasting Wand', ""Doran's Ring"", 'Sweeping Lens']",Rabadon's Deathcap,Luden's Echo,The Hex Core mk-2,Ionian Boots of Lucidity,Blasting Wand,Doran's Ring
