,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2017-08-06,LCK 2017 Summer,SK Telecom T1,Bbq Olivers,Win,SK Telecom T1,Bbq Olivers,Blue,36:16,Orianna,Lucian,1,4,7,2.0,324,14.5,,19,Heal,Flash,"[""Doran's Ring"", 'Morellonomicon', ""Luden's Echo"", 'Needlessly Large Rod', 'Void Staff', ""Sorcerer's Shoes"", 'Oracle Alteration']",Doran's Ring,Morellonomicon,Luden's Echo,Needlessly Large Rod,Void Staff,Sorcerer's Shoes
1,2017-08-06,LCK 2017 Summer,SK Telecom T1,Bbq Olivers,Win,Bbq Olivers,SK Telecom T1,Red,39:35,Lucian,Syndra,2,1,4,6.0,434,19.1,,70,Cleanse,Flash,"['Blade of the Ruined King', 'Maw of Malmortius', 'Phantom Dancer', 'B. F. Sword', 'Ninja Tabi', 'The Black Cleaver', 'Oracle Alteration']",Blade of the Ruined King,Maw of Malmortius,Phantom Dancer,B. F. Sword,Ninja Tabi,The Black Cleaver
2,2017-08-06,LCK 2017 Summer,SK Telecom T1,Bbq Olivers,Loss,SK Telecom T1,Bbq Olivers,Blue,26:20,Kassadin,Taliyah,3,1,0,3.0,248,10.2,,1,Teleport,Flash,"['The Dark Seal', 'Refillable Potion', 'Rod of Ages', 'Lich Bane', ""Mercury's Treads"", ""Seeker's Armguard"", 'Warding Totem']",The Dark Seal,Refillable Potion,Rod of Ages,Lich Bane,Mercury's Treads,Seeker's Armguard
3,2017-08-03,LCK 2017 Summer,SK Telecom T1,KT Rolster,Win,SK Telecom T1,KT Rolster,Blue,33:01,Lucian,Galio,2,3,2,1.33,323,14.5,,41,Cleanse,Flash,"['Blade of the Ruined King', ""Doran's Blade"", 'Cloak of Agility', ""Berserker's Greaves"", 'The Black Cleaver', 'Phantom Dancer', 'Oracle Alteration']",Blade of the Ruined King,Doran's Blade,Cloak of Agility,Berserker's Greaves,The Black Cleaver,Phantom Dancer
4,2017-08-03,LCK 2017 Summer,SK Telecom T1,KT Rolster,Loss,KT Rolster,SK Telecom T1,Red,26:41,Lucian,Galio,0,5,1,0.2,253,9.3,,17,Cleanse,Flash,"['Blade of the Ruined King', ""Berserker's Greaves"", ""Doran's Blade"", 'Refillable Potion', 'The Black Cleaver', 'EmptyIcon', 'Oracle Alteration']",Blade of the Ruined King,Berserker's Greaves,Doran's Blade,Refillable Potion,The Black Cleaver,EmptyIcon
5,2017-08-03,LCK 2017 Summer,SK Telecom T1,KT Rolster,Win,SK Telecom T1,KT Rolster,Blue,32:51,Cassiopeia,Taliyah,1,1,2,3.0,316,13.9,,6,Cleanse,Flash,"[""Seraph's Embrace"", 'The Dark Seal', 'Zeal', 'Rod of Ages', 'Morellonomicon', 'Void Staff', 'Oracle Alteration']",Seraph's Embrace,The Dark Seal,Zeal,Rod of Ages,Morellonomicon,Void Staff
6,2017-07-28,LCK 2017 Summer,SK Telecom T1,ROX Tigers,Win,ROX Tigers,SK Telecom T1,Red,35:35,Lucian,Corki,3,1,4,7.0,365,16.1,,15,Cleanse,Flash,"['Blade of the Ruined King', 'Infinity Edge', 'EmptyIcon', ""Berserker's Greaves"", 'The Black Cleaver', 'Phantom Dancer', 'Oracle Alteration']",Blade of the Ruined King,Infinity Edge,EmptyIcon,Berserker's Greaves,The Black Cleaver,Phantom Dancer
7,2017-07-28,LCK 2017 Summer,SK Telecom T1,ROX Tigers,Win,SK Telecom T1,ROX Tigers,Blue,39:29,Cassiopeia,Syndra,5,0,4,9.0,435,19.6,,108,Cleanse,Flash,"[""Seraph's Embrace"", 'Needlessly Large Rod', 'Rod of Ages', ""Banshee's Veil"", 'Morellonomicon', 'Void Staff', 'Oracle Alteration']",Seraph's Embrace,Needlessly Large Rod,Rod of Ages,Banshee's Veil,Morellonomicon,Void Staff
8,2017-07-26,LCK 2017 Summer,SK Telecom T1,Ever8 Winners,Win,SK Telecom T1,Ever8 Winners,Blue,29:39,Lucian,Syndra,3,1,2,5.0,311,14.0,,16,Cleanse,Flash,"['Blade of the Ruined King', 'Hexdrinker', ""Doran's Shield"", ""Berserker's Greaves"", 'The Black Cleaver', 'Phantom Dancer', 'Oracle Alteration']",Blade of the Ruined King,Hexdrinker,Doran's Shield,Berserker's Greaves,The Black Cleaver,Phantom Dancer
9,2017-07-26,LCK 2017 Summer,SK Telecom T1,Ever8 Winners,Win,Ever8 Winners,SK Telecom T1,Red,37:08,Orianna,Syndra,3,2,5,4.0,342,15.8,,-56,Heal,Flash,"[""Doran's Ring"", 'Morellonomicon', ""Sorcerer's Shoes"", ""Banshee's Veil"", 'Void Staff', ""Rabadon's Deathcap"", 'Farsight Alteration']",Doran's Ring,Morellonomicon,Sorcerer's Shoes,Banshee's Veil,Void Staff,Rabadon's Deathcap
10,2017-07-20,LCK 2017 Summer,SK Telecom T1,Longzhu Gaming,Loss,SK Telecom T1,Longzhu Gaming,Blue,28:59,Karma,Taliyah,1,3,3,1.33,246,9.8,,-5,Teleport,Flash,"[""Doran's Ring"", 'Morellonomicon', ""Athene's Unholy Grail"", ""Sorcerer's Shoes"", 'Blasting Wand', 'Needlessly Large Rod', 'Oracle Alteration']",Doran's Ring,Morellonomicon,Athene's Unholy Grail,Sorcerer's Shoes,Blasting Wand,Needlessly Large Rod
11,2017-07-20,LCK 2017 Summer,SK Telecom T1,Longzhu Gaming,Loss,Longzhu Gaming,SK Telecom T1,Red,32:25,Galio,Taliyah,4,4,5,2.25,258,11.7,,-28,Teleport,Flash,"['The Dark Seal', 'Thornmail', 'Negatron Cloak', ""Mercury's Treads"", 'Adaptive Helm', 'Iceborn Gauntlet', 'Warding Totem']",The Dark Seal,Thornmail,Negatron Cloak,Mercury's Treads,Adaptive Helm,Iceborn Gauntlet
12,2017-07-18,LCK 2017 Summer,SK Telecom T1,Jin Air Green Wings,Loss,SK Telecom T1,Jin Air Green Wings,Blue,35:16,Taliyah,LeBlanc,1,4,5,1.5,307,12.7,,8,Heal,Flash,"[""Doran's Ring"", ""Rabadon's Deathcap"", ""Mercury's Treads"", ""Banshee's Veil"", 'EmptyIcon', 'Void Staff', 'Oracle Alteration']",Doran's Ring,Rabadon's Deathcap,Mercury's Treads,Banshee's Veil,EmptyIcon,Void Staff
13,2017-07-18,LCK 2017 Summer,SK Telecom T1,Jin Air Green Wings,Loss,Jin Air Green Wings,SK Telecom T1,Red,28:39,Syndra,Lucian,1,4,0,0.25,272,10.5,,15,Ghost,Flash,"[""Doran's Ring"", ""Luden's Echo"", 'Refillable Potion', 'Morellonomicon', ""Sorcerer's Shoes"", 'Amplifying Tome', 'Oracle Alteration']",Doran's Ring,Luden's Echo,Refillable Potion,Morellonomicon,Sorcerer's Shoes,Amplifying Tome
14,2017-07-15,LCK 2017 Summer,SK Telecom T1,Afreeca Freecs,Loss,SK Telecom T1,Afreeca Freecs,Blue,40:07,Taliyah,Kassadin,2,3,1,1.0,381,14.8,,64,Heal,Flash,"[""Liandry's Torment"", 'Needlessly Large Rod', 'The Dark Seal', ""Mercury's Treads"", ""Banshee's Veil"", 'Void Staff', 'Oracle Alteration']",Liandry's Torment,Needlessly Large Rod,The Dark Seal,Mercury's Treads,Banshee's Veil,Void Staff
15,2017-07-15,LCK 2017 Summer,SK Telecom T1,Afreeca Freecs,Loss,Afreeca Freecs,SK Telecom T1,Red,33:15,Taliyah,Corki,1,3,2,1.0,263,11.1,,-9,Ghost,Flash,"[""Doran's Ring"", 'The Dark Seal', ""Sorcerer's Shoes"", ""Banshee's Veil"", 'Morellonomicon', 'Void Staff', 'Warding Totem']",Doran's Ring,The Dark Seal,Sorcerer's Shoes,Banshee's Veil,Morellonomicon,Void Staff
16,2017-07-13,LCK 2017 Summer,SK Telecom T1,Samsung Galaxy,Loss,Samsung Galaxy,SK Telecom T1,Red,25:07,Corki,Taliyah,0,2,1,0.5,259,9.1,,56,Teleport,Flash,"[""Doran's Shield"", 'Refillable Potion', ""Sorcerer's Shoes"", 'Trinity Force (0.9.25.21 - 10.22)', 'Rapid Firecannon', 'Control Ward', 'Warding Totem']",Doran's Shield,Refillable Potion,Sorcerer's Shoes,Trinity Force (0.9.25.21 - 10.22),Rapid Firecannon,Control Ward
17,2017-07-13,LCK 2017 Summer,SK Telecom T1,Samsung Galaxy,Loss,SK Telecom T1,Samsung Galaxy,Blue,40:41,Kassadin,Taliyah,5,6,4,1.5,308,15.8,,-51,Teleport,Flash,"[""Zhonya's Hourglass"", 'Amplifying Tome', 'Rod of Ages', ""Mercury's Treads"", 'Lich Bane', 'Void Staff', 'Warding Totem']",Zhonya's Hourglass,Amplifying Tome,Rod of Ages,Mercury's Treads,Lich Bane,Void Staff
18,2017-07-02,LCK 2017 Summer,SK Telecom T1,MVP,Win,MVP,SK Telecom T1,Red,38:54,Taliyah,Syndra,8,1,9,17.0,355,19.2,,3,Cleanse,Flash,"['Void Staff', ""Mercury's Treads"", ""Luden's Echo"", ""Rabadon's Deathcap"", ""Banshee's Veil"", 'Morellonomicon', 'Oracle Alteration']",Void Staff,Mercury's Treads,Luden's Echo,Rabadon's Deathcap,Banshee's Veil,Morellonomicon
19,2017-07-02,LCK 2017 Summer,SK Telecom T1,MVP,Win,SK Telecom T1,MVP,Blue,43:33,LeBlanc,Syndra,6,1,5,11.0,443,20.6,,48,Teleport,Flash,"['Hextech Gunblade', 'Morellonomicon', ""Rabadon's Deathcap"", ""Mercury's Treads"", ""Banshee's Veil"", 'Void Staff', 'Oracle Alteration']",Hextech Gunblade,Morellonomicon,Rabadon's Deathcap,Mercury's Treads,Banshee's Veil,Void Staff
20,2017-06-27,LCK 2017 Summer,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,44:34,Corki,Karma,5,1,1,6.0,505,22.2,,121,Heal,Flash,"['Statikk Shiv', 'Trinity Force (0.9.25.21 - 10.22)', ""Sorcerer's Shoes"", 'Rapid Firecannon', 'Infinity Edge', 'Maw of Malmortius', 'Oracle Alteration']",Statikk Shiv,Trinity Force (0.9.25.21 - 10.22),Sorcerer's Shoes,Rapid Firecannon,Infinity Edge,Maw of Malmortius
