,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2019-11-03,Worlds 2019 Main Event,SK Telecom T1,G2 Esports,Loss,G2 Esports,SK Telecom T1,Red,36:01,Qiyana,Syndra,4,6,9,2.17,207,11.9,,-48,Ignite,Flash,"[""Youmuu's Ghostblade"", 'Edge of Night', 'Corrupting Potion', 'Boots of Mobility', 'EmptyIcon', 'Duskblade of Draktharr (6.3 - 10.22)', 'Warding Totem']",Youmuu's Ghostblade,Edge of Night,Corrupting Potion,Boots of Mobility,EmptyIcon,Duskblade of Draktharr (6.3 - 10.22)
1,2019-11-03,Worlds 2019 Main Event,SK Telecom T1,G2 Esports,Loss,SK Telecom T1,G2 Esports,Blue,33:40,Ryze,Orianna,3,2,3,3.0,333,14.8,,75,Teleport,Flash,"[""Seraph's Embrace"", 'Spellbinder', 'Broken Stopwatch', 'Rod of Ages', 'Void Staff', ""Mercury's Treads"", 'Warding Totem']",Seraph's Embrace,Spellbinder,Broken Stopwatch,Rod of Ages,Void Staff,Mercury's Treads
2,2019-11-03,Worlds 2019 Main Event,SK Telecom T1,G2 Esports,Win,G2 Esports,SK Telecom T1,Red,35:59,LeBlanc,Ryze,6,1,5,11.0,307,15.6,,-25,Ignite,Flash,"['Void Staff', ""Luden's Echo"", ""Sorcerer's Shoes"", 'Morellonomicon', ""Rabadon's Deathcap"", 'EmptyIcon', 'Warding Totem']",Void Staff,Luden's Echo,Sorcerer's Shoes,Morellonomicon,Rabadon's Deathcap,EmptyIcon
3,2019-11-03,Worlds 2019 Main Event,SK Telecom T1,G2 Esports,Loss,SK Telecom T1,G2 Esports,Blue,34:33,Neeko,Ryze,1,3,4,1.67,292,12.2,,-83,Teleport,Flash,"['Hextech GLP-800', 'Twin Shadows', ""Zhonya's Hourglass"", 'Blasting Wand', ""Mercury's Treads"", 'Needlessly Large Rod', 'Warding Totem']",Hextech GLP-800,Twin Shadows,Zhonya's Hourglass,Blasting Wand,Mercury's Treads,Needlessly Large Rod
4,2019-10-27,Worlds 2019 Main Event,SK Telecom T1,Splyce,Win,SK Telecom T1,Splyce,Blue,31:54,Ryze,Syndra,3,4,2,1.25,263,12.0,,-5,Teleport,Flash,"[""Seraph's Embrace"", 'Spellbinder', 'Control Ward', 'Rod of Ages', ""Mercury's Treads"", 'EmptyIcon', 'Warding Totem']",Seraph's Embrace,Spellbinder,Control Ward,Rod of Ages,Mercury's Treads,EmptyIcon
5,2019-10-27,Worlds 2019 Main Event,SK Telecom T1,Splyce,Loss,SK Telecom T1,Splyce,Blue,31:49,Azir,Ryze,2,4,6,2.0,265,12.0,,-32,Exhaust,Flash,"['Broken Stopwatch', ""Luden's Echo"", ""Nashor's Tooth"", ""Sorcerer's Shoes"", 'Oblivion Orb', ""Doran's Ring"", 'Warding Totem']",Broken Stopwatch,Luden's Echo,Nashor's Tooth,Sorcerer's Shoes,Oblivion Orb,Doran's Ring
6,2019-10-27,Worlds 2019 Main Event,SK Telecom T1,Splyce,Win,SK Telecom T1,Splyce,Blue,27:28,Tristana,Ryze,1,1,9,10.0,215,10.4,,-54,Exhaust,Flash,"['Blade of the Ruined King', ""Berserker's Greaves"", 'Pickaxe', ""Doran's Blade"", 'Refillable Potion', 'Phantom Dancer', 'Warding Totem']",Blade of the Ruined King,Berserker's Greaves,Pickaxe,Doran's Blade,Refillable Potion,Phantom Dancer
7,2019-10-27,Worlds 2019 Main Event,SK Telecom T1,Splyce,Win,Splyce,SK Telecom T1,Red,29:09,Lissandra,LeBlanc,3,2,6,4.5,252,12.6,,25,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", 'Control Ward', ""Mercury's Treads"", ""Luden's Echo"", 'Blasting Wand', 'Warding Totem']",Hextech Protobelt-01,Zhonya's Hourglass,Control Ward,Mercury's Treads,Luden's Echo,Blasting Wand
8,2019-10-19,Worlds 2019 Main Event,SK Telecom T1,Clutch Gaming,Win,SK Telecom T1,Clutch Gaming,Blue,33:06,Camille,Ryze,3,2,10,6.5,327,15.1,,31,Teleport,Flash,"['Titanic Hydra', ""Sterak's Gage"", 'Stopwatch', ""Mercury's Treads"", 'Control Ward', 'Trinity Force (0.9.25.21 - 10.22)', 'Warding Totem']",Titanic Hydra,Sterak's Gage,Stopwatch,Mercury's Treads,Control Ward,Trinity Force (0.9.25.21 - 10.22)
9,2019-10-19,Worlds 2019 Main Event,SK Telecom T1,Fnatic,Loss,SK Telecom T1,Fnatic,Blue,26:57,Akali,Veigar,3,3,1,1.33,235,10.5,,42,Teleport,Flash,"['Hextech Gunblade', ""Zhonya's Hourglass"", ""Doran's Shield"", ""Mercury's Treads"", 'Control Ward', 'Needlessly Large Rod', 'Warding Totem']",Hextech Gunblade,Zhonya's Hourglass,Doran's Shield,Mercury's Treads,Control Ward,Needlessly Large Rod
