,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2019-03-30,LCK 2019 Spring,SK Telecom T1,Afreeca Freecs,Win,Afreeca Freecs,SK Telecom T1,Red,45:16,Azir,Taliyah,4,3,6,3.33,476,21.4,,112,Cleanse,Flash,"[""Rabadon's Deathcap"", ""Banshee's Veil"", 'Morellonomicon', ""Sorcerer's Shoes"", ""Nashor's Tooth"", ""Liandry's Torment"", 'Farsight Alteration']",Rabadon's Deathcap,Banshee's Veil,Morellonomicon,Sorcerer's Shoes,Nashor's Tooth,Liandry's Torment
1,2019-03-30,LCK 2019 Spring,SK Telecom T1,Afreeca Freecs,Win,SK Telecom T1,Afreeca Freecs,Blue,36:38,LeBlanc,Syndra,1,2,4,2.5,330,14.3,,14,Ignite,Flash,"['Needlessly Large Rod', ""Luden's Echo"", ""Banshee's Veil"", ""Mercury's Treads"", 'Morellonomicon', 'The Dark Seal', 'Warding Totem']",Needlessly Large Rod,Luden's Echo,Banshee's Veil,Mercury's Treads,Morellonomicon,The Dark Seal
2,2019-03-28,LCK 2019 Spring,SK Telecom T1,Jin Air Green Wings,Win,SK Telecom T1,Jin Air Green Wings,Blue,39:09,Sion,Lissandra,3,4,10,3.25,290,13.3,,-37,Teleport,Flash,"['Corrupting Potion', ""Sterak's Gage"", 'Ninja Tabi', 'Frozen Heart', 'Thornmail', 'Negatron Cloak', 'Warding Totem']",Corrupting Potion,Sterak's Gage,Ninja Tabi,Frozen Heart,Thornmail,Negatron Cloak
3,2019-03-28,LCK 2019 Spring,SK Telecom T1,Jin Air Green Wings,Win,Jin Air Green Wings,SK Telecom T1,Red,32:12,Lissandra,Aatrox,2,2,3,2.5,276,12.7,,19,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", ""Sorcerer's Shoes"", 'Lost Chapter', 'Control Ward', 'Morellonomicon', 'Warding Totem']",Hextech Protobelt-01,Zhonya's Hourglass,Sorcerer's Shoes,Lost Chapter,Control Ward,Morellonomicon
4,2019-03-22,LCK 2019 Spring,SK Telecom T1,SANDBOX Gaming,Win,SANDBOX Gaming,SK Telecom T1,Red,30:07,Lissandra,Aatrox,4,2,10,7.0,268,13.2,,54,Teleport,Flash,"['EmptyIcon', 'Morellonomicon', 'The Dark Seal', ""Luden's Echo"", 'Fiendish Codex', ""Sorcerer's Shoes"", 'Warding Totem']",EmptyIcon,Morellonomicon,The Dark Seal,Luden's Echo,Fiendish Codex,Sorcerer's Shoes
5,2019-03-22,LCK 2019 Spring,SK Telecom T1,SANDBOX Gaming,Win,SK Telecom T1,SANDBOX Gaming,Blue,39:31,Lissandra,Galio,0,2,7,3.5,409,16.0,,79,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", ""Luden's Echo"", 'Void Staff', ""Mercury's Treads"", 'Needlessly Large Rod', 'Farsight Alteration']",Hextech Protobelt-01,Zhonya's Hourglass,Luden's Echo,Void Staff,Mercury's Treads,Needlessly Large Rod
6,2019-03-17,LCK 2019 Spring,SK Telecom T1,Hanwha Life Esports,Win,Hanwha Life Esports,SK Telecom T1,Red,28:48,LeBlanc,Yasuo,2,1,4,6.0,230,10.8,,14,Ignite,Flash,"['Corrupting Potion', ""Sorcerer's Shoes"", 'The Dark Seal', ""Luden's Echo"", 'Morellonomicon', 'EmptyIcon', 'Warding Totem']",Corrupting Potion,Sorcerer's Shoes,The Dark Seal,Luden's Echo,Morellonomicon,EmptyIcon
7,2019-03-17,LCK 2019 Spring,SK Telecom T1,Hanwha Life Esports,Win,SK Telecom T1,Hanwha Life Esports,Blue,28:00,Galio,LeBlanc,2,0,7,9.0,251,11.7,,26,Teleport,Flash,"['The Dark Seal', 'Needlessly Large Rod', ""Mercury's Treads"", ""Luden's Echo"", 'Morellonomicon', 'Needlessly Large Rod', 'Warding Totem']",The Dark Seal,Needlessly Large Rod,Mercury's Treads,Luden's Echo,Morellonomicon,Needlessly Large Rod
8,2019-03-17,LCK 2019 Spring,SK Telecom T1,Hanwha Life Esports,Loss,Hanwha Life Esports,SK Telecom T1,Red,29:47,Akali,Zoe,0,1,2,2.0,274,10.5,,11,Cleanse,Flash,"['Hextech Gunblade', 'Stopwatch', ""Sorcerer's Shoes"", 'Fiendish Codex', 'Amplifying Tome', 'Morellonomicon', 'Warding Totem']",Hextech Gunblade,Stopwatch,Sorcerer's Shoes,Fiendish Codex,Amplifying Tome,Morellonomicon
9,2019-03-14,LCK 2019 Spring,SK Telecom T1,KT Rolster,Win,SK Telecom T1,KT Rolster,Blue,34:57,Lissandra,Zoe,4,5,8,2.4,327,15.4,,51,Teleport,Flash,"[""Zhonya's Hourglass"", ""Rabadon's Deathcap"", 'Amplifying Tome', ""Luden's Echo"", ""Mercury's Treads"", 'Blasting Wand', 'Warding Totem']",Zhonya's Hourglass,Rabadon's Deathcap,Amplifying Tome,Luden's Echo,Mercury's Treads,Blasting Wand
10,2019-03-14,LCK 2019 Spring,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,33:13,Akali,Yasuo,3,4,9,3.0,254,12.3,,-77,Ignite,Flash,"['Hextech Gunblade', ""Zhonya's Hourglass"", ""Sorcerer's Shoes"", 'Morellonomicon', 'EmptyIcon', 'EmptyIcon', 'Warding Totem']",Hextech Gunblade,Zhonya's Hourglass,Sorcerer's Shoes,Morellonomicon,EmptyIcon,EmptyIcon
11,2019-03-14,LCK 2019 Spring,SK Telecom T1,KT Rolster,Loss,SK Telecom T1,KT Rolster,Blue,39:07,Zoe,Lissandra,2,3,5,2.33,342,14.5,,-2,Cleanse,Flash,"[""Rabadon's Deathcap"", ""Sorcerer's Shoes"", ""Luden's Echo"", 'The Dark Seal', 'Morellonomicon', 'Blasting Wand', 'Warding Totem']",Rabadon's Deathcap,Sorcerer's Shoes,Luden's Echo,The Dark Seal,Morellonomicon,Blasting Wand
12,2019-03-08,LCK 2019 Spring,SK Telecom T1,Griffin (Korean Team),Loss,SK Telecom T1,Griffin (Korean Team),Blue,34:23,Azir,Irelia,3,1,6,9.0,307,14.9,,-48,Barrier,Flash,"['Oblivion Orb', ""Nashor's Tooth"", ""Sorcerer's Shoes"", 'Void Staff', 'Needlessly Large Rod', ""Banshee's Veil"", 'Warding Totem']",Oblivion Orb,Nashor's Tooth,Sorcerer's Shoes,Void Staff,Needlessly Large Rod,Banshee's Veil
13,2019-03-08,LCK 2019 Spring,SK Telecom T1,Griffin (Korean Team),Loss,Griffin (Korean Team),SK Telecom T1,Red,39:15,Lissandra,Irelia,2,7,3,0.71,304,13.6,,-68,Teleport,Flash,"[""Zhonya's Hourglass"", 'Blasting Wand', ""Luden's Echo"", ""Sorcerer's Shoes"", 'Amplifying Tome', 'Morellonomicon', 'Warding Totem']",Zhonya's Hourglass,Blasting Wand,Luden's Echo,Sorcerer's Shoes,Amplifying Tome,Morellonomicon
14,2019-03-08,LCK 2019 Spring,SK Telecom T1,Griffin (Korean Team),Win,SK Telecom T1,Griffin (Korean Team),Blue,39:52,LeBlanc,Zoe,1,0,5,6.0,319,14.3,,-30,Cleanse,Flash,"[""Banshee's Veil"", ""Sorcerer's Shoes"", ""Luden's Echo"", 'Morellonomicon', 'The Dark Seal', 'Blasting Wand', 'Warding Totem']",Banshee's Veil,Sorcerer's Shoes,Luden's Echo,Morellonomicon,The Dark Seal,Blasting Wand
15,2019-03-03,LCK 2019 Spring,SK Telecom T1,Kingzone DragonX,Win,SK Telecom T1,Kingzone DragonX,Blue,27:41,Lissandra,Zilean,1,0,6,7.0,296,12.1,,46,Teleport,Flash,"['Corrupting Potion', ""Zhonya's Hourglass"", ""Luden's Echo"", 'Ionian Boots of Lucidity', 'Void Staff', 'The Dark Seal', 'Warding Totem']",Corrupting Potion,Zhonya's Hourglass,Luden's Echo,Ionian Boots of Lucidity,Void Staff,The Dark Seal
16,2019-03-03,LCK 2019 Spring,SK Telecom T1,Kingzone DragonX,Win,Kingzone DragonX,SK Telecom T1,Red,36:38,LeBlanc,Karma,5,1,7,12.0,323,15.7,,92,Ignite,Flash,"[""Rabadon's Deathcap"", ""Luden's Echo"", ""Sorcerer's Shoes"", 'Morellonomicon', ""Mejai's Soulstealer"", 'Fiendish Codex', 'Oracle Lens']",Rabadon's Deathcap,Luden's Echo,Sorcerer's Shoes,Morellonomicon,Mejai's Soulstealer,Fiendish Codex
17,2019-03-01,LCK 2019 Spring,SK Telecom T1,Gen.G,Win,Gen.G,SK Telecom T1,Red,34:47,Lissandra,Karthus,6,1,3,9.0,342,16.1,,0,Teleport,Flash,"[""Zhonya's Hourglass"", ""Rabadon's Deathcap"", ""Luden's Echo"", 'The Dark Seal', 'Morellonomicon', ""Sorcerer's Shoes"", 'Warding Totem']",Zhonya's Hourglass,Rabadon's Deathcap,Luden's Echo,The Dark Seal,Morellonomicon,Sorcerer's Shoes
18,2019-03-01,LCK 2019 Spring,SK Telecom T1,Gen.G,Win,SK Telecom T1,Gen.G,Blue,29:19,Lissandra,Galio,4,0,7,11.0,316,14.0,,67,Teleport,Flash,"[""Zhonya's Hourglass"", 'Corrupting Potion', 'The Dark Seal', ""Luden's Echo"", ""Sorcerer's Shoes"", 'Morellonomicon', 'Warding Totem']",Zhonya's Hourglass,Corrupting Potion,The Dark Seal,Luden's Echo,Sorcerer's Shoes,Morellonomicon
19,2019-02-24,LCK 2019 Spring,SK Telecom T1,DAMWON Gaming,Loss,DAMWON Gaming,SK Telecom T1,Red,35:24,Galio,Lissandra,1,3,6,2.33,341,13.4,,-19,Teleport,Flash,"[""Zhonya's Hourglass"", ""Sorcerer's Shoes"", ""Luden's Echo"", 'Morellonomicon', 'Needlessly Large Rod', 'Needlessly Large Rod', 'Warding Totem']",Zhonya's Hourglass,Sorcerer's Shoes,Luden's Echo,Morellonomicon,Needlessly Large Rod,Needlessly Large Rod
20,2019-02-24,LCK 2019 Spring,SK Telecom T1,DAMWON Gaming,Loss,SK Telecom T1,DAMWON Gaming,Blue,45:26,Sylas,Vladimir,0,2,0,0.0,472,18.4,,81,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", 'Lich Bane', ""Mercury's Treads"", ""Rabadon's Deathcap"", 'Fiendish Codex', 'Warding Totem']",Hextech Protobelt-01,Zhonya's Hourglass,Lich Bane,Mercury's Treads,Rabadon's Deathcap,Fiendish Codex
21,2019-02-24,LCK 2019 Spring,SK Telecom T1,DAMWON Gaming,Win,DAMWON Gaming,SK Telecom T1,Red,45:21,Zoe,Syndra,2,1,9,11.0,359,16.5,,-77,Teleport,Flash,"['Quicksilver Sash', ""Zhonya's Hourglass"", 'Morellonomicon', 'Void Staff', ""Sorcerer's Shoes"", ""Luden's Echo"", 'Warding Totem']",Quicksilver Sash,Zhonya's Hourglass,Morellonomicon,Void Staff,Sorcerer's Shoes,Luden's Echo
22,2019-02-20,LCK 2019 Spring,SK Telecom T1,KT Rolster,Win,SK Telecom T1,KT Rolster,Blue,30:53,Lissandra,Sylas,5,1,8,13.0,265,13.8,,18,Teleport,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Luden's Echo"", 'The Dark Seal', ""Sorcerer's Shoes"", 'EmptyIcon', 'Warding Totem']",Zhonya's Hourglass,Morellonomicon,Luden's Echo,The Dark Seal,Sorcerer's Shoes,EmptyIcon
23,2019-02-20,LCK 2019 Spring,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,51:11,Zilean,Lissandra,3,2,10,6.5,400,19.1,,1,Teleport,Flash,"[""Seraph's Embrace"", 'Twin Shadows', 'Void Staff', ""Sorcerer's Shoes"", ""Rabadon's Deathcap"", 'Blasting Wand', 'Warding Totem']",Seraph's Embrace,Twin Shadows,Void Staff,Sorcerer's Shoes,Rabadon's Deathcap,Blasting Wand
24,2019-02-16,LCK 2019 Spring,SK Telecom T1,Gen.G,Win,Gen.G,SK Telecom T1,Red,37:30,Zoe,Viktor,5,1,8,13.0,335,15.9,,28,Ignite,Flash,"['Void Staff', ""Sorcerer's Shoes"", 'The Dark Seal', ""Luden's Echo"", 'Morellonomicon', ""Rabadon's Deathcap"", 'Farsight Alteration']",Void Staff,Sorcerer's Shoes,The Dark Seal,Luden's Echo,Morellonomicon,Rabadon's Deathcap
25,2019-02-16,LCK 2019 Spring,SK Telecom T1,Gen.G,Win,SK Telecom T1,Gen.G,Blue,31:39,LeBlanc,Zoe,3,2,2,2.5,265,11.9,,24,Cleanse,Flash,"['Corrupting Potion', ""Sorcerer's Shoes"", 'Needlessly Large Rod', ""Luden's Echo"", 'Morellonomicon', 'Blasting Wand', 'Warding Totem']",Corrupting Potion,Sorcerer's Shoes,Needlessly Large Rod,Luden's Echo,Morellonomicon,Blasting Wand
26,2019-02-16,LCK 2019 Spring,SK Telecom T1,Gen.G,Loss,Gen.G,SK Telecom T1,Red,36:44,Corki,Lissandra,0,1,0,0.0,432,15.3,,46,Cleanse,Flash,"['Infinity Edge', 'Trinity Force (0.9.25.21 - 10.22)', ""Sorcerer's Shoes"", 'Rapid Firecannon', 'The Bloodthirster', 'Control Ward', 'Farsight Alteration']",Infinity Edge,Trinity Force (0.9.25.21 - 10.22),Sorcerer's Shoes,Rapid Firecannon,The Bloodthirster,Control Ward
27,2019-02-13,LCK 2019 Spring,SK Telecom T1,Kingzone DragonX,Win,SK Telecom T1,Kingzone DragonX,Blue,35:05,Zoe,Viktor,6,2,5,5.5,292,14.5,,41,Ignite,Flash,"[""Banshee's Veil"", 'Corrupting Potion', ""Sorcerer's Shoes"", 'The Dark Seal', ""Luden's Echo"", 'Morellonomicon', 'Farsight Alteration']",Banshee's Veil,Corrupting Potion,Sorcerer's Shoes,The Dark Seal,Luden's Echo,Morellonomicon
