,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2015-04-11,Champions 2015 Spring,SK Telecom T1,GE Tigers,Win,SK Telecom T1,GE Tigers,Blue,46:46,Cassiopeia,Azir,7,4,4,2.75,388,18.0,,-4,Ghost,Flash,"[""Seraph's Embrace"", ""Rylai's Crystal Scepter"", ""Mercury's Treads - Distortion"", 'Abyssal Scepter', ""Liandry's Torment"", 'Void Staff', 'Sweeping Lens']",Seraph's Embrace,Rylai's Crystal Scepter,Mercury's Treads - Distortion,Abyssal Scepter,Liandry's Torment,Void Staff
1,2015-04-11,Champions 2015 Spring,SK Telecom T1,GE Tigers,Win,GE Tigers,SK Telecom T1,Red,32:07,Lulu,Azir,2,1,13,15.0,297,13.0,,15,Ignite,Flash,"[""Doran's Ring"", ""Athene's Unholy Grail"", ""Sorcerer's Shoes"", ""Rabadon's Deathcap"", 'Void Staff', 'Needlessly Large Rod', 'Sweeping Lens']",Doran's Ring,Athene's Unholy Grail,Sorcerer's Shoes,Rabadon's Deathcap,Void Staff,Needlessly Large Rod
2,2015-03-28,Champions 2015 Spring,SK Telecom T1,Jin Air Green Wings,Win,Jin Air Green Wings,SK Telecom T1,Red,40:02,Vladimir,Karthus,3,5,8,2.2,361,16.0,,37,Ghost,Flash,"[""Zhonya's Hourglass"", 'Will of the Ancients', 'Spirit Visage', 'Void Staff', ""Sorcerer's Shoes - Distortion"", 'Blasting Wand', 'Greater Stealth Totem']",Zhonya's Hourglass,Will of the Ancients,Spirit Visage,Void Staff,Sorcerer's Shoes - Distortion,Blasting Wand
3,2015-03-28,Champions 2015 Spring,SK Telecom T1,Jin Air Green Wings,Win,SK Telecom T1,Jin Air Green Wings,Blue,41:21,Anivia,Lissandra,2,1,8,10.0,428,17.0,,75,Ignite,Flash,"[""Seraph's Embrace"", ""Liandry's Torment"", ""Rabadon's Deathcap"", 'Rod of Ages', 'Ionian Boots of Lucidity - Homeguard', 'Void Staff', 'Sweeping Lens']",Seraph's Embrace,Liandry's Torment,Rabadon's Deathcap,Rod of Ages,Ionian Boots of Lucidity - Homeguard,Void Staff
4,2015-03-20,Champions 2015 Spring,SK Telecom T1,Incredible Miracle,Win,Incredible Miracle,SK Telecom T1,Red,38:15,Viktor,Cassiopeia,11,3,9,6.67,386,19.0,,103,Cleanse,Flash,"['Perfect Hex Core', 'Void Staff', 'Abyssal Scepter', ""Sorcerer's Shoes - Homeguard"", 'Morellonomicon', ""Rabadon's Deathcap"", ""Oracle's Lens""]",Perfect Hex Core,Void Staff,Abyssal Scepter,Sorcerer's Shoes - Homeguard,Morellonomicon,Rabadon's Deathcap
5,2015-03-20,Champions 2015 Spring,SK Telecom T1,Incredible Miracle,Win,SK Telecom T1,Incredible Miracle,Blue,33:01,Diana,Ezreal,6,0,3,9.0,340,16.0,,30,Ignite,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Sheen', 'Amplifying Tome', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Sheen,Amplifying Tome
6,2015-03-06,Champions 2015 Spring,SK Telecom T1,KT Rolster,Win,KT Rolster,SK Telecom T1,Red,37:36,Viktor,Ahri,10,0,6,16.0,360,18.0,,33,Ignite,Flash,"[""Zhonya's Hourglass"", ""Rabadon's Deathcap"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", 'Blasting Wand', 'Perfect Hex Core', 'Sweeping Lens']",Zhonya's Hourglass,Rabadon's Deathcap,Morellonomicon,Sorcerer's Shoes - Homeguard,Blasting Wand,Perfect Hex Core
7,2015-02-25,Champions 2015 Spring,SK Telecom T1,NaJin e-mFire,Win,SK Telecom T1,NaJin e-mFire,Blue,35:39,Ahri,Lulu,9,1,3,12.0,316,16.0,,55,Ignite,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Rabadon's Deathcap"", 'Void Staff', ""Sorcerer's Shoes"", 'Negatron Cloak', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Rabadon's Deathcap,Void Staff,Sorcerer's Shoes,Negatron Cloak
8,2015-02-25,Champions 2015 Spring,SK Telecom T1,NaJin e-mFire,Loss,NaJin e-mFire,SK Telecom T1,Red,38:31,Lulu,Xerath,3,6,8,1.83,311,14.0,,33,Ignite,Flash,"[""Doran's Ring"", ""Athene's Unholy Grail"", ""Rabadon's Deathcap"", ""Sorcerer's Shoes - Homeguard"", 'Void Staff', 'Needlessly Large Rod', 'Sweeping Lens']",Doran's Ring,Athene's Unholy Grail,Rabadon's Deathcap,Sorcerer's Shoes - Homeguard,Void Staff,Needlessly Large Rod
9,2015-02-25,Champions 2015 Spring,SK Telecom T1,NaJin e-mFire,Win,SK Telecom T1,NaJin e-mFire,Blue,36:25,Ezreal,Lulu,4,2,6,5.0,357,16.0,,62,Heal,Flash,"['Muramana', ""Doran's Blade"", 'The Bloodthirster', 'Trinity Force (0.9.25.21 - 10.22)', 'Last Whisper', 'Ionian Boots of Lucidity - Furor', 'Sweeping Lens']",Muramana,Doran's Blade,The Bloodthirster,Trinity Force (0.9.25.21 - 10.22),Last Whisper,Ionian Boots of Lucidity - Furor
10,2015-02-14,Champions 2015 Spring,SK Telecom T1,GE Tigers,Loss,GE Tigers,SK Telecom T1,Red,48:41,Azir,Kassadin,3,6,8,1.83,420,18.0,,73,Barrier,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Nashor's Tooth"", ""Rabadon's Deathcap"", 'Void Staff', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Nashor's Tooth,Rabadon's Deathcap,Void Staff
11,2015-02-14,Champions 2015 Spring,SK Telecom T1,GE Tigers,Win,GE Tigers,SK Telecom T1,Red,37:19,LeBlanc,Kassadin,8,0,5,13.0,348,18.0,,82,Ignite,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Void Staff', 'Abyssal Scepter', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Void Staff,Abyssal Scepter
12,2015-02-14,Champions 2015 Spring,SK Telecom T1,GE Tigers,Loss,SK Telecom T1,GE Tigers,Blue,42:38,Ezreal,Xerath,7,4,4,2.75,401,17.0,,13,Cleanse,Flash,"['Muramana', 'Quicksilver Sash', 'Trinity Force (0.9.25.21 - 10.22)', 'Ionian Boots of Lucidity - Furor', 'Last Whisper', 'The Bloodthirster', 'Scrying Orb']",Muramana,Quicksilver Sash,Trinity Force (0.9.25.21 - 10.22),Ionian Boots of Lucidity - Furor,Last Whisper,The Bloodthirster
13,2015-02-04,Champions 2015 Spring,SK Telecom T1,Samsung Galaxy,Win,SK Telecom T1,Samsung Galaxy,Blue,32:03,Ezreal,Morgana,7,0,6,13.0,311,14.0,,56,Cleanse,Flash,"['Muramana', 'Trinity Force (0.9.25.21 - 10.22)', 'B. F. Sword', 'Ionian Boots of Lucidity - Distortion', 'Last Whisper', 'Vampiric Scepter', 'Sweeping Lens']",Muramana,Trinity Force (0.9.25.21 - 10.22),B. F. Sword,Ionian Boots of Lucidity - Distortion,Last Whisper,Vampiric Scepter
14,2015-01-31,Champions 2015 Spring,SK Telecom T1,Jin Air Green Wings,Loss,SK Telecom T1,Jin Air Green Wings,Blue,45:55,Xerath,Ahri,2,4,4,1.5,384,16.0,,30,Heal,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Void Staff', 'Haunting Guise', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Void Staff,Haunting Guise
15,2015-01-23,Champions 2015 Spring,SK Telecom T1,Incredible Miracle,Win,SK Telecom T1,Incredible Miracle,Blue,28:26,Ezreal,Ahri,12,1,3,15.0,274,14.0,,40,Cleanse,Flash,"['Muramana', ""Doran's Blade"", 'Ionian Boots of Lucidity - Distortion', 'Trinity Force (0.9.25.21 - 10.22)', 'The Bloodthirster', 'Pickaxe', 'Sweeping Lens']",Muramana,Doran's Blade,Ionian Boots of Lucidity - Distortion,Trinity Force (0.9.25.21 - 10.22),The Bloodthirster,Pickaxe
16,2015-01-16,Champions 2015 Spring,SK Telecom T1,KT Rolster,Win,SK Telecom T1,KT Rolster,Blue,38:54,Syndra,LeBlanc,6,4,5,2.75,340,16.0,,89,Ignite,Flash,"[""Zhonya's Hourglass"", 'Morellonomicon', ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Void Staff', 'Amplifying Tome', 'Sweeping Lens']",Zhonya's Hourglass,Morellonomicon,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Void Staff,Amplifying Tome
17,2015-01-10,Champions 2015 Spring,SK Telecom T1,CJ Entus,Loss,CJ Entus,SK Telecom T1,Red,30:48,Ahri,Ezreal,0,4,1,0.25,264,10.0,,-12,Ignite,Flash,"['Deathfire Grasp', ""Doran's Ring"", ""Sorcerer's Shoes - Homeguard"", ""Rabadon's Deathcap"", 'Stealth Ward (1.0.0.52 - 5.22)', 'Amplifying Tome', 'Sweeping Lens']",Deathfire Grasp,Doran's Ring,Sorcerer's Shoes - Homeguard,Rabadon's Deathcap,Stealth Ward (1.0.0.52 - 5.22),Amplifying Tome
18,2015-01-07,Champions 2015 Spring,SK Telecom T1,NaJin e-mFire,Win,NaJin e-mFire,SK Telecom T1,Red,30:02,LeBlanc,Ahri,10,2,6,8.0,233,13.4,,58,Ignite,Flash,"['Deathfire Grasp', ""Doran's Ring"", ""Sorcerer's Shoes"", 'Morellonomicon', ""Rabadon's Deathcap"", 'EmptyIcon', 'Sweeping Lens']",Deathfire Grasp,Doran's Ring,Sorcerer's Shoes,Morellonomicon,Rabadon's Deathcap,EmptyIcon
19,2015-01-07,Champions 2015 Spring,SK Telecom T1,NaJin e-mFire,Loss,NaJin e-mFire,SK Telecom T1,Red,32:43,Xerath,Zed,2,4,3,1.25,302,11.9,,39,Exhaust,Flash,"[""Zhonya's Hourglass"", ""Doran's Ring"", ""Rabadon's Deathcap"", 'Morellonomicon', ""Sorcerer's Shoes"", 'Amplifying Tome', 'Sweeping Lens']",Zhonya's Hourglass,Doran's Ring,Rabadon's Deathcap,Morellonomicon,Sorcerer's Shoes,Amplifying Tome
