,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
0,2021-10-30,Worlds 2021 Main Event,T1,DWG KIA,Loss,T1,DWG KIA,Blue,36:01,Azir,Zoe,1,2,1,1.0,310,13.0,9.1,44,Teleport,Flash,"[""Zhonya's Hourglass"", 'Needlessly Large Rod', 'EmptyIcon', 'Morellonomicon', ""Luden's Tempest"", ""Mercury's Treads"", 'Farsight Alteration']",Zhonya's Hourglass,Needlessly Large Rod,EmptyIcon,Morellonomicon,Luden's Tempest,Mercury's Treads
1,2021-10-30,Worlds 2021 Main Event,T1,DWG KIA,Loss,DWG KIA,T1,Red,30:09,Ryze,LeBlanc,0,6,0,0.0,246,9.5,4.7,-9,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Oblivion Orb', ""Seraph's Embrace"", 'EmptyIcon', ""Mercury's Treads"", 'Farsight Alteration']",Everfrost,Corrupting Potion,Oblivion Orb,Seraph's Embrace,EmptyIcon,Mercury's Treads
2,2021-10-30,Worlds 2021 Main Event,T1,DWG KIA,Win,DWG KIA,T1,Red,37:47,Ryze,Syndra,5,1,8,13.0,331,16.6,16.2,30,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", 'Needlessly Large Rod', ""Seraph's Embrace"", 'Void Staff', ""Mercury's Treads"", 'Farsight Alteration']",Everfrost,Zhonya's Hourglass,Needlessly Large Rod,Seraph's Embrace,Void Staff,Mercury's Treads
3,2021-10-30,Worlds 2021 Main Event,T1,DWG KIA,Win,T1,DWG KIA,Blue,37:11,Lissandra,LeBlanc,1,0,8,9.0,332,14.9,18.6,32,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", 'Control Ward', 'Morellonomicon', 'Ionian Boots of Lucidity', ""Rabadon's Deathcap"", 'Oracle Lens']",Everfrost,Zhonya's Hourglass,Control Ward,Morellonomicon,Ionian Boots of Lucidity,Rabadon's Deathcap
4,2021-10-30,Worlds 2021 Main Event,T1,DWG KIA,Loss,DWG KIA,T1,Red,29:03,Ryze,LeBlanc,1,2,1,1.0,273,11.8,7.1,18,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", 'Corrupting Potion', 'Control Ward', ""Mercury's Treads"", ""Seraph's Embrace"", 'Farsight Alteration']",Everfrost,Zhonya's Hourglass,Corrupting Potion,Control Ward,Mercury's Treads,Seraph's Embrace
5,2021-10-22,Worlds 2021 Main Event,T1,Hanwha Life Esports,Win,Hanwha Life Esports,T1,Red,30:05,Lissandra,LeBlanc,3,1,6,9.0,214,10.8,12,-81,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", 'EmptyIcon', 'Chemtech Putrifier', 'Ionian Boots of Lucidity', 'EmptyIcon', 'Oracle Lens']",Everfrost,Zhonya's Hourglass,EmptyIcon,Chemtech Putrifier,Ionian Boots of Lucidity,EmptyIcon
6,2021-10-22,Worlds 2021 Main Event,T1,Hanwha Life Esports,Win,Hanwha Life Esports,T1,Red,29:49,Lissandra,LeBlanc,2,1,8,10.0,243,11.7,10.3,-15,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", 'Control Ward', 'Dark Seal', ""Mercury's Treads"", 'Void Staff', 'Oracle Lens']",Everfrost,Zhonya's Hourglass,Control Ward,Dark Seal,Mercury's Treads,Void Staff
7,2021-10-22,Worlds 2021 Main Event,T1,Hanwha Life Esports,Win,T1,Hanwha Life Esports,Blue,33:14,Orianna,Zoe,2,1,7,9.0,268,12.3,18.4,-6,Teleport,Flash,"[""Zhonya's Hourglass"", 'Corrupting Potion', 'EmptyIcon', ""Seraph's Embrace"", ""Luden's Tempest"", 'Ionian Boots of Lucidity', 'Farsight Alteration']",Zhonya's Hourglass,Corrupting Potion,EmptyIcon,Seraph's Embrace,Luden's Tempest,Ionian Boots of Lucidity
8,2021-10-16,Worlds 2021 Main Event,T1,DetonatioN FocusMe,Win,DetonatioN FocusMe,T1,Red,27:02,Orianna,Zoe,1,1,5,6.0,211,9.7,12.2,-24,Teleport,Flash,"['Everfrost', ""Zhonya's Hourglass"", 'Corrupting Potion', 'Control Ward', 'Ionian Boots of Lucidity', 'Tear of the Goddess', 'Farsight Alteration']",Everfrost,Zhonya's Hourglass,Corrupting Potion,Control Ward,Ionian Boots of Lucidity,Tear of the Goddess
9,2021-10-16,Worlds 2021 Main Event,T1,EDward Gaming,Win,EDward Gaming,T1,Red,25:50,Twisted Fate,Ryze,2,0,8,10.0,208,10.8,8.4,-45,Teleport,Flash,"['Everfrost', 'Corrupting Potion', 'Fiendish Codex', 'Rapid Firecannon', 'Ionian Boots of Lucidity', 'Broken Stopwatch', 'Farsight Alteration']",Everfrost,Corrupting Potion,Fiendish Codex,Rapid Firecannon,Ionian Boots of Lucidity,Broken Stopwatch
